Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Investasi Jangka Panjang,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pihak Berelasi,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,16133505715.000000,11780628679.000000,6635944672.000000,,,6635944672.000000,46143633352.000000,3036627646.000000,83730340064.000000,,159088524851.000000,30954044411.000000,21233333.000000,2445068826.000000,,561785793.000000,4117946373.000000,197188603587.000000,280918943651.000000,,,61576143287.000000,1733592118.000000,2552855526.000000,4544143935.000000,,22047111892.000000,265684194.000000,22312796086.000000,9349180328.000000,3387016559.000000,17696558735.000000,61576143287.000000,212231697000.000000,,206337423630.000000,508837251.000000,5385436119.000000,212231697000.000000,273807840287.000000,,120000000000.000000,-97395819738.000000,-7553406410.000000,-2714489117.000000,-5225181371.000000,7111103364.000000,280918943651.000000,120000.000000
12M 2018,,,33537239740.000000,13987701627.000000,6347071863.000000,,,6347071863.000000,72593034120.000000,1806838831.000000,128271886181.000000,,156556262557.000000,42289379003.000000,26684375.000000,2204680866.000000,,561785793.000000,5687877615.000000,207326670209.000000,335598556390.000000,,,70132510231.000000,1513018100.000000,2497767500.000000,4791441326.000000,,24583843756.000000,257958114.000000,24841801870.000000,4148525376.000000,4568167449.000000,27771788610.000000,70132510231.000000,189202035485.000000,,181962752489.000000,228786952.000000,7010496044.000000,189202035485.000000,259334545716.000000,,177840560000.000000,-87696252788.000000,-6456773655.000000,-2213200124.000000,-5210322759.000000,76264010674.000000,335598556390.000000,1778405600.000000
12M 2019,,,17760108313.000000,8487833300.000000,3378545886.000000,,,3378545886.000000,77570541459.000000,2305546239.000000,109502575197.000000,,152438752309.000000,43851519537.000000,28242710.000000,2226945277.000000,,561785793.000000,24880241030.000000,223987486656.000000,333490061853.000000,,,68363965361.000000,1677382065.000000,1518404895.000000,6527431684.000000,,22803347520.000000,241127437.000000,23044474957.000000,4550000000.000000,5020912868.000000,26025358892.000000,68363965361.000000,170879791688.000000,,161484350803.000000,203180454.000000,9192260431.000000,170879791688.000000,239243757049.000000,,189958249000.000000,-86613146518.000000,2286829410.000000,-260586741.000000,-11125040347.000000,94246304804.000000,333490061853.000000,1899582490.000000
12M 2020,,,7250158753.000000,2049869998.000000,7422405245.000000,,,7422405245.000000,82274408291.000000,2172978249.000000,101169820536.000000,,144984673093.000000,35573159911.000000,25965625.000000,4708260027.000000,,561785793.000000,21373434750.000000,207227279199.000000,308397099735.000000,,,73267215230.000000,1555100290.000000,848876359.000000,10568243066.000000,,35470669810.000000,140122660.000000,35610792470.000000,3611661094.000000,5941182401.000000,15131359550.000000,73267215230.000000,153259800344.000000,,142571728308.000000,63057786.000000,10625014250.000000,153259800344.000000,226527015574.000000,,189959964000.000000,-86612409068.000000,-8704841923.000000,-1900568661.000000,-10872060187.000000,81870084161.000000,308397099735.000000,1899599640.000000
12M 2021,,,5284999361.000000,2214966125.000000,8028795829.000000,,,8028795829.000000,73230932594.000000,2824692924.000000,91584386833.000000,,136411049982.000000,36279977760.000000,,5351503782.000000,1500000000.000000,561785793.000000,299864267.000000,180404181584.000000,271988568417.000000,,,52471847964.000000,887338286.000000,904221292.000000,23660584479.000000,,14875113404.000000,63057908.000000,14938171312.000000,2013046181.000000,2565892877.000000,7502593537.000000,52471847964.000000,149578062261.000000,,144326284714.000000,,5251777547.000000,149578062261.000000,202049910225.000000,,189985285000.000000,-85238317415.000000,-22021469664.000000,-1914779542.000000,-10872060187.000000,69938658192.000000,271988568417.000000,1899852850.000000
12M 2022,,,4046177106.000000,3827533954.000000,6579780700.000000,6579780700.000000,,6579780700.000000,72973462941.000000,1421321527.000000,88848276228.000000,,128851540758.000000,35025869410.000000,,6098207598.000000,1500000000.000000,561785793.000000,224257803.000000,172261661362.000000,261109937590.000000,,,70031263103.000000,1251590924.000000,844510582.000000,28941640660.000000,,24193688025.000000,71977746.000000,24265665771.000000,1779424428.000000,2559767929.000000,10388662809.000000,70031263103.000000,138041754224.000000,,133414710092.000000,125961054.000000,4501083078.000000,138041754224.000000,208073017327.000000,,189985285000.000000,-85238317415.000000,-38723863139.000000,-1974478035.000000,-11011706148.000000,53036920263.000000,261109937590.000000,1899852850.000000
12M 2023,,,3276906966.000000,2023572534.000000,6817253146.000000,6817253146.000000,,6817253146.000000,70938577105.000000,1337435877.000000,84393745628.000000,,121745396722.000000,33771761059.000000,,5690678132.000000,1500000000.000000,561785793.000000,155255402.000000,163424877108.000000,247818622736.000000,,,61630639020.000000,2005516722.000000,1846099281.000000,33439545016.000000,,8411158784.000000,143961789.000000,8555120573.000000,6611804108.000000,2894942804.000000,6277610516.000000,61630639020.000000,147976634773.000000,,144099574145.000000,131966036.000000,3745094592.000000,147976634773.000000,209607273793.000000,,189985285000.000000,-85238317415.000000,-53444814570.000000,-2079097924.000000,-11011706148.000000,38211348943.000000,247818622736.000000,1899852850.000000
12M 2024,,,4717994526.000000,2364246650.000000,6692806893.000000,6692806893.000000,,6692806893.000000,69635349601.000000,1270526138.000000,84680923808.000000,,114583602679.000000,32517652708.000000,,6569257762.000000,1500000000.000000,561785793.000000,86253001.000000,155818551943.000000,240499475751.000000,,,93479105491.000000,1725491665.000000,891724370.000000,47354292482.000000,,14141693687.000000,131966045.000000,14273659732.000000,19518867505.000000,2225147272.000000,7489922465.000000,93479105491.000000,127130472198.000000,,123463173648.000000,,3667298550.000000,127130472198.000000,220609577689.000000,,189985285000.000000,-85238317415.000000,-71644330371.000000,-2201033004.000000,-11011706148.000000,19889898062.000000,240499475751.000000,1899852850.000000
