Period,Arus Kas Dari Aktivitas Operasi,Penerimaan (Pembayaran) Kepada Pelanggan,Penerimaan Komisi Perantara Perdagangan Efek,Penerimaan Bunga,Penerimaan Dari Jasa Penjaminan Emisi Efek,Penerimaan (Pembayaran) Kepada Lembaga Kliring Dan Penjaminan,Pembayaran Kegiatan Operasi Lainnya,Pembayaran Kepada Karyawan,Penerimaan Jasa Pelaksana Tender Over,Penerimaan Dari Perusahaan Efek,Penerimaan Dari Jasa Konsultasi,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Deposito Berjangka Yang Dibatasi Pencairannya,Hasil Penjualan Penyertaan Saham,Penerimaan Liabilitas Lain-Lain,Penerimaan Piutang Lain-Lain,Pengembalian Uang Muka,Perolehan Aset Tetap,Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Utang Pihak Berelasi,Pembelian Kembali Saham Perusahaan,Pembayaran Utang Pihak Berelasi,Pembayaran Liabilitas Sewa,Pinjaman Dari Pemegang Saham,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,-23519936735.000000,-5893981350.000000,6644050935.000000,2946596533.000000,1509636.000000,3465994119.000000,-29908401818.000000,-16858618123.000000,,14999580000.000000,1083333333.000000,-23519936735.000000,3807214833.000000,4000000000.000000,,,,,-192785167.000000,,3807214833.000000,16686766200.000000,16686766200.000000,,,,,16686766200.000000,-3025955702.000000,15529886017.000000,-3377675.000000,12500552640.000000
12M 2017,-19160580113.000000,23867070503.000000,6644764383.000000,2310297153.000000,98703.000000,-13418318536.000000,-20848265356.000000,-17716596963.000000,,370000.000000,,-19160580113.000000,8689045804.000000,5000000000.000000,,,,,-153256996.000000,3842302800.000000,8689045804.000000,11567635618.000000,11567635618.000000,,,,,11567635618.000000,1096101309.000000,12500552640.000000,1838787.000000,13598492736.000000
12M 2018,-15228174489.000000,8840023324.000000,9254934651.000000,1949498152.000000,867581.000000,-6548507206.000000,-10485428033.000000,-18239562958.000000,,,,-15228174489.000000,3701091528.000000,2000000000.000000,,1750000000.000000,,,-48908472.000000,,3701091528.000000,7000000686.000000,7000000686.000000,,,,,7000000686.000000,-4527082275.000000,13598492736.000000,14192431.000000,9085602892.000000
12M 2019,-7918435499.000000,-28264203131.000000,10054060196.000000,1699625659.000000,327376.000000,28333559359.000000,-5127960065.000000,-14601220893.000000,,-12624000.000000,,-7918435499.000000,6418571706.000000,6500000000.000000,,,,,-81428294.000000,,6418571706.000000,,,,,,,,-1499863793.000000,9085602892.000000,-2574095.000000,7583165004.000000
12M 2020,-10430126644.000000,5133344274.000000,5080081653.000000,1094257342.000000,3030000.000000,-3241692203.000000,-4789418509.000000,-13722353201.000000,,12624000.000000,,-10430126644.000000,24486750600.000000,24500000000.000000,,,,,-13249400.000000,,24486750600.000000,-968220000.000000,,,,-968220000.000000,,-968220000.000000,13088403956.000000,7583165004.000000,1181756.000000,20672750716.000000
12M 2021,-8757960375.000000,,,340537649.000000,,,-3287466647.000000,-5811031377.000000,,,,-8757960375.000000,106000000.000000,,,,,,,106000000.000000,106000000.000000,-968220000.000000,,,,-968220000.000000,,-968220000.000000,-9620180375.000000,20672750716.000000,520977.000000,11053091318.000000
12M 2022,-6626295555.000000,,,115163239.000000,,,-2922669015.000000,-3818789779.000000,,,,-6626295555.000000,-1394850000.000000,,135000000.000000,,,-1500000000.000000,-29850000.000000,,-1394850000.000000,-968220000.000000,,,,-968220000.000000,,-968220000.000000,-8989365555.000000,11053091318.000000,5197367.000000,2068923130.000000
12M 2023,-4129544160.000000,,,158678806.000000,,,-2023306045.000000,-2264916921.000000,,,,-4129544160.000000,250000000.000000,,,,250000000.000000,,,,250000000.000000,11027920000.000000,11027920000.000000,,,,,11027920000.000000,7148375840.000000,2068923130.000000,-936890.000000,9216362080.000000
12M 2024,-3991010497.000000,,,161483434.000000,,,-1842420071.000000,-2310073860.000000,,,,-3991010497.000000,1500000.000000,,,,,,,1500000.000000,1500000.000000,-3188020000.000000,,-3188020000.000000,,,,-3188020000.000000,-7177530497.000000,9216362080.000000,2159637.000000,2040991220.000000
