Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.53,221.12,0.53,221.12,456 B,481 B,937 B,536 B,456 B
12M 2009,1.36,261.65,1.36,261.65,510 B,593 B,"1,103 B",(22 B),887 B
12M 2010,1.22,265.44,1.22,265.44,403 B,426 B,830 B,105 B,769 B
12M 2011,0.85,269.52,0.85,269.52,389 B,677 B,"1,066 B",373 B,973 B
12M 2012,0.63,276.42,0.63,275.41,474 B,532 B,"1,005 B",77 B,624 B
12M 2013,1.07,309.39,1.07,307.42,409 B,496 B,905 B,(415 B),932 B
12M 2014,1.96,349.59,1.97,347.51,244 B,249 B,493 B,(567 B),858 B
12M 2015,0.69,356.36,0.70,353.57,499 B,296 B,795 B,(140 B),631 B
12M 2016,1.08,389.05,1.09,386.07,558 B,34 B,592 B,(153 B),611 B
12M 2017,0.89,417.55,0.90,415.62,743 B,1 B,744 B,(158 B),622 B
12M 2018,0.76,451.94,0.77,449.44,664 B,213 B,876 B,157 B,"1,042 B"
12M 2019,0.62,489.83,0.63,487.95,604 B,578 B,"1,182 B",326 B,"1,194 B"
12M 2020,0.69,512.36,0.69,511.21,743 B,"1,100 B","1,843 B",612 B,"1,644 B"
12M 2021,0.53,517.44,0.54,515.34,443 B,749 B,"1,192 B",47 B,"1,886 B"
12M 2022,0.55,563.90,0.55,562.79,401 B,"1,052 B","1,453 B",(204 B),"1,726 B"
12M 2023,0.64,604.85,0.64,603.94,478 B,832 B,"1,309 B",(769 B),"1,872 B"
12M 2024,0.64,671.63,0.65,668.84,"1,059 B",177 B,"1,237 B","(1,712 B)","1,651 B"
