Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,2.32,2.03,0.12,1.76,0.0,0.0,-0.62,0.07,0.76
12M 2021,2.02,1.74,0.15,1.91,0.0,0.0,-0.48,0.08,0.91
12M 2022,2.06,1.62,0.07,1.88,0.0,0.0,-0.28,0.04,0.88
12M 2023,2.75,2.03,0.1,1.58,0.0,0.0,-0.41,0.06,0.58
12M 2024,3.48,2.74,0.03,1.44,0.0,0.0,-0.63,0.02,0.44
