Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,14.52,,1.44
12M 2021,4.05,23.91,10.25,17.71,90.22,316.88,15.27,24.36,1.57,3.03,1.08,2.01,9.0,9.0,1.81
12M 2022,3.86,33.59,14.86,22.59,94.51,70.09,10.87,7.75,1.52,1.48,0.94,0.86,4.29,4.29,2.58
12M 2023,6.37,32.24,15.64,22.97,57.28,60.82,11.32,12.92,1.25,1.23,0.77,0.8,6.51,6.51,2.09
12M 2024,10.04,27.08,11.87,25.25,36.37,33.2,13.48,10.17,1.37,1.31,0.87,0.82,5.38,5.38,2.02
