Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.09 B,4361.98,0.00,0.00,"1,091.68 B",8.07%,18.99%,38.35%,3.79
12M 2021,10.00 B,107.72,0.00,0.00,"1,987.80 B",18.39%,34.77%,36.25%,8.69
12M 2022,10.90 B,102.04,10.24,1.88,"2,033.86 B",15.87%,23.96%,30.98%,11.92
12M 2023,10.90 B,62.54,14.55,1.88,"1,374.24 B",10.21%,14.19%,17.45%,9.48
12M 2024,10.90 B,117.60,6.97,1.39,"2,195.59 B",15.86%,21.73%,29.08%,20.93
