Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok Dan Karyawan,"Pembayaran Kepada Pemasok, Kariyawan,Dan Beban Operasional Lainnya",Pembayaran Pajak Penghasilan,Penghasilan,Pembayaran Beban Bunga Dan Beban Lainnya,Penerimaan Dari Pendapatan Bunga,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Perolehan Hak Guna Usaha,Perolehan Aset Tak Berwujud,Akuisisi Dan Penambahan Kepemilikan Saham Di Entitas Anak,Hasil Penjualan Aset Tetap,Pelepasan Entitas Anak Ehdi,Penambahan Piutang Lain-Lain Pihak Ketiga,Delisting Atas Agio Saham Entitas Anak Ape,Investasi Saham,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pinjaman Bank,Penerimaan Utang Bank,Pembayaran Untuk Utang Bank,Pembayaran Pinjaman Bank,Pembayaran Utang Sewa Pembiayaan,Pembayaran Utang Pembelian Aset Tetap,Penerimaan Utang Pembiayaan Konsumen,Pembayaran Utang Pembiayaan Konsumen,Pembagian Dividen,Penerimaan Agio Saham Sehubungan Dengan Pelaksanaan Waran,Pelaksanaan Waran,Uang Muka Setoran Modal,Saham Perdana,Pembayaran Emisi Saham,Setoran Modal Saham,Total Arus Kas Dari Aktivitas Pendanaan,Adjustment,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2020,20609076015.000000,71784458218.000000,,-59632953129.000000,-706041566.000000,11445463523.000000,-2434352059.000000,152501028.000000,,20609076015.000000,-1446029465.000000,-1446029465.000000,,,,,,,,,-1446029465.000000,-2395409151.000000,,1891480781.000000,-2459618222.000000,,-327271710.000000,,,,-1500000000.000000,,,,,,,-2395409151.000000,,5322173876.000000,,6126979830.000000,11449153706.000000
12M 2021,16908163926.000000,105912998213.000000,,-94431792979.000000,-1456708709.000000,10024496525.000000,-3499008069.000000,358178945.000000,,16908163926.000000,-812660798.000000,-812660798.000000,,,,,,,,,-812660798.000000,5194817966.000000,,32246887798.000000,-25148724947.000000,,-333344885.000000,,,,-1570000000.000000,,,,,,,5194817966.000000,,11265824569.000000,,11449153706.000000,22714978275.000000
12M 2022,5473721306.000000,112338506347.000000,-18065000.000000,-104798314175.000000,-3567006743.000000,3955120429.000000,-2726941002.000000,290421450.000000,,5473721306.000000,-4486195582.000000,-4486195582.000000,,,,,,,,,-4486195582.000000,-2104470866.000000,,4819486869.000000,-6388311315.000000,,-535646420.000000,,,,-47450000000.000000,,,,,,47450000000.000000,-2104470866.000000,,-5072065571.000000,,22714978275.000000,17642912704.000000
12M 2023,53154349982.000000,124578832486.000000,-67334400629.000000,-17128034578.000000,-1914105616.000000,38202291663.000000,-23250233344.000000,,,53154349982.000000,-3727153136.000000,-2705430465.000000,-944461110.000000,-51458332.000000,,,,-25803229.000000,,,-3727153136.000000,-6926797618.000000,,18242217725.000000,-22490270708.000000,,,-178744635.000000,,,-2500000000.000000,,,,,,,-6926797618.000000,,4298107565.000000,,17642912702.000000,21941020267.000000
12M 2024,-3326764976.000000,115422981517.000000,-79752285637.000000,-26509044774.000000,-1200629000.000000,7961022106.000000,-19248809188.000000,,,-3326764976.000000,-67326733894.000000,-66811901023.000000,-32062289.000000,-78932311.000000,,310360360.000000,,-714198631.000000,,,-67326733894.000000,86865596205.000000,,23528711971.000000,-949366758.000000,,,-138384908.000000,,,,3346840.000000,239060.000000,,55800000000.000000,-3778950000.000000,12400000000.000000,86865596205.000000,,8251075229.000000,,21941020269.000000,30192095498.000000
