Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,72.99,0.00,72.98,46 B,63 B,110 B,98 B,61 B
12M 2021,0.00,78.95,0.00,78.95,30 B,85 B,145 B,123 B,70 B
12M 2022,0.00,1.32,0.00,1.32,57 B,79 B,136 B,118 B,78 B
12M 2023,0.00,1.56,0.00,1.55,,68 B,118 B,96 B,86 B
12M 2024,24.76,3.11,24.84,3.10,75 B,78 B,153 B,123 B,99 B
