Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,7.61,3.84,2.32,1.96,0.0,0.0,0.74,1.18,0.68
12M 2021,2.95,1.69,2.83,2.48,0.0,0.0,-0.44,1.14,1.28
12M 2022,7.1,3.38,2.15,1.82,0.0,0.0,1.87,1.18,0.65
12M 2023,28.48,16.07,1.58,1.55,0.0,0.0,1.29,1.02,0.37
12M 2024,5.69,2.48,1.03,1.41,0.0,0.0,0.82,0.73,0.33
