Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Retensi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Beban Akrual,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Sewa Pembiayaan,Utang Bank,Liabilitas Pajak Tangguhan,Others,Total Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,11449153706.000000,22805427111.000000,1040365000.000000,21765062111.000000,22805427111.000000,282700149.000000,90000000.000000,192700149.000000,282700149.000000,,34882173651.000000,1045981510.000000,70465436127.000000,,20009352243.000000,1290623.000000,2589380029.000000,,,,,22600022895.000000,93065459022.000000,,,9262562170.000000,,,1097048525.000000,322353385.000000,,270000000.000000,7573160260.000000,9262562170.000000,23018170245.000000,,,,,,255187294.000000,17434932303.000000,,5328050648.000000,23018170245.000000,23018170245.000000,32280732415.000000,,650000000.000000,,45523514786.000000,,45523514786.000000,45523514786.000000,359255727.000000,1267431908.000000,47800202421.000000,80080934836.000000,650000000.000000
12M 2021,,,22714978275.000000,25158282297.000000,59224000.000000,25099058297.000000,25158282297.000000,90000000.000000,90000000.000000,,90000000.000000,,45354753665.000000,12328225158.000000,105646239395.000000,,18510045019.000000,553123.000000,2914955038.000000,,,,,21425553180.000000,127071792575.000000,,,35774887820.000000,,,782327843.000000,261639988.000000,,270000000.000000,34460919989.000000,35774887820.000000,30093982415.000000,,,,,,103374306.000000,24533095154.000000,,5457512955.000000,30093982415.000000,30093982415.000000,65868870235.000000,,650000000.000000,,48809374467.000000,,48809374467.000000,48809374467.000000,373965489.000000,1856931861.000000,51690271817.000000,117559142052.000000,650000000.000000
12M 2022,,,17642912704.000000,20638629469.000000,437229222.000000,20201400247.000000,20638629469.000000,,,,,,47824798281.000000,5032586248.000000,91138926702.000000,,21031826511.000000,,3350871744.000000,,,,,24382698255.000000,115521624957.000000,,,12830642889.000000,,,816990904.000000,334444324.000000,,744000000.000000,10935207661.000000,12830642889.000000,28186053127.000000,,,,,,229176943.000000,22490270708.000000,,5466605476.000000,28186053127.000000,28186053127.000000,41016696016.000000,,48100000000.000000,,13066756645.000000,6564555537.000000,6502201108.000000,13066756645.000000,1013584872.000000,2269126122.000000,64449467639.000000,105466163655.000000,48100000000.000000
12M 2023,,,21941020269.000000,24409702034.000000,521489710.000000,23888212324.000000,24409702034.000000,25803229.000000,,25803229.000000,25803229.000000,,38943948782.000000,4099533706.000000,89420008020.000000,,20922979179.000000,51458332.000000,4566953501.000000,,,,944461110.000000,26485852122.000000,115905860142.000000,,,3140230467.000000,,,1075862332.000000,178744635.000000,,750000000.000000,1135623500.000000,3140230467.000000,24799000750.000000,,,,,,50432307.000000,18236217725.000000,,6512350718.000000,24799000750.000000,24799000750.000000,27939231217.000000,,48100000000.000000,,24428487937.000000,9046130077.000000,15382357860.000000,24428487937.000000,1270148152.000000,2291263294.000000,76089899383.000000,104029130600.000000,48100000000.000000
12M 2024,,,30192095497.000000,16124266029.000000,116131530.000000,16008134499.000000,16124266029.000000,740001860.000000,,740001860.000000,740001860.000000,,68079337779.000000,5569427224.000000,120705128389.000000,,84746970887.000000,130390643.000000,4771543245.000000,,,,644945058.000000,90293849833.000000,210998978222.000000,,,21212306402.000000,,,991762799.000000,317129543.000000,,18959499522.000000,943914538.000000,21212306402.000000,27895873477.000000,,,,,,363884800.000000,22606063416.000000,,4925925261.000000,27895873477.000000,27895873477.000000,49108179879.000000,,60500239060.000000,,34422131418.000000,9046130077.000000,25376001341.000000,34422131418.000000,1262977012.000000,54443200519.000000,150628548009.000000,199736727888.000000,48100000000.000000
