Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,21 B,(1 B),19 B,29.48
12M 2021,17 B,(1 B),16 B,24.76
12M 2022,5 B,(4 B),1 B,0.02
12M 2023,53 B,(4 B),50 B,1.03
12M 2024,(3 B),(67 B),(70 B),-1.46
