Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,1046.68,0.00,1046.68,,,,,
12M 2013,0.00,107.75,0.00,107.75,,,,,
12M 2014,1.57,144.21,1.57,144.21,,,,,
12M 2015,1.72,152.11,1.72,152.11,,,,,
12M 2016,1.24,177.14,1.24,177.14,,,,,
12M 2017,2.25,441.90,2.25,441.90,,,,,
12M 2018,1.51,443.32,1.51,443.32,,,,,
12M 2019,1.92,448.11,1.92,448.11,,,,,
12M 2020,3.21,215.26,3.21,215.26,,,,,
12M 2021,9.08,419.79,9.08,419.79,,,,,
12M 2022,7.20,553.82,7.20,553.82,,,,,
12M 2023,7.06,579.68,7.06,579.68,,,,,
12M 2024,7.11,588.94,7.11,588.94,,,,,
