Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,2373909.13,0.00,2373909.13,,,,(2 B),2 B
12M 2022,0.00,3184390.82,0.00,3184390.82,2 B,6 B,7 B,2 B,2 B
12M 2023,0.00,126382.60,0.00,126382.60,4 B,5 B,9 B,(10 B),18 B
12M 2024,0.00,37.46,0.00,37.46,3 B,7 B,11 B,(8 B),22 B
