Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,596666.93,0.00,596666.93,,,,(90 B),128 B
12M 2010,0.00,702164.62,0.00,702164.62,,,,(124 B),135 B
12M 2011,3.87,104.70,4.19,96.73,41 B,178 B,218 B,30 B,208 B
12M 2012,6.32,115.43,6.79,107.46,57 B,145 B,202 B,25 B,183 B
12M 2013,5.66,144.80,5.99,136.83,63 B,125 B,188 B,(121 B),168 B
12M 2014,7.05,177.36,7.38,169.39,94 B,160 B,254 B,102 B,237 B
12M 2015,5.29,213.75,5.50,205.55,95 B,212 B,307 B,153 B,515 B
12M 2016,3.15,300.46,3.23,292.26,155 B,248 B,403 B,294 B,599 B
12M 2017,2.89,311.53,2.97,303.33,188 B,322 B,510 B,374 B,208 B
12M 2018,2.26,313.49,2.33,305.28,213 B,285 B,498 B,298 B,184 B
12M 2019,2.95,210.45,3.05,203.10,259 B,71 B,330 B,65 B,(156 B)
12M 2020,1.63,165.57,1.71,158.21,268 B,46 B,314 B,40 B,(313 B)
12M 2021,2.54,184.26,2.65,176.91,162 B,27 B,189 B,(238 B),(145 B)
12M 2022,1.70,244.80,1.75,237.67,76 B,38 B,113 B,(238 B),4 B
12M 2023,2.62,342.87,2.68,335.74,87 B,27 B,114 B,(339 B),254 B
12M 2024,3.64,521.36,3.69,514.23,97 B,66 B,163 B,"(1,317 B)","1,057 B"
