Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,2 B,(0 B),2 B,673492.22
12M 2020,10 B,(4 B),6 B,2519124.69
12M 2021,5 B,(0 B),4 B,1781880.54
12M 2022,5 B,(2 B),3 B,1.25
12M 2023,(14 B),(22 B),(36 B),-10.62
12M 2024,(8 B),(4 B),(12 B),-3.49
