Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Pinjaman Jangka Pendek,Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,177072514.000000,4058151525.000000,845692095.000000,111724784.000000,733967311.000000,845692095.000000,,220600000.000000,5301516134.000000,,98275448.000000,20234746.000000,,1013240000.000000,1131750194.000000,6433266328.000000,,,3131151163.000000,705368442.000000,1470498221.000000,955284500.000000,,,,,,,,,3131151163.000000,220360410.000000,,,,,128384290.000000,91976120.000000,220360410.000000,3351511573.000000,,250000000.000000,,2831754755.000000,,2831754755.000000,2831754755.000000,,,3081754755.000000,6433266328.000000,2500.000000
12M 2020,,,1546980478.000000,3445197192.000000,5190683009.000000,120864295.000000,5069818714.000000,5190683009.000000,,372970860.000000,10555831539.000000,,3425407880.000000,56994762.000000,,1100876500.000000,4583279142.000000,15139110681.000000,,,4540682866.000000,3238704.000000,3108319208.000000,1429124954.000000,,,,,,,,,4540682866.000000,3585165270.000000,,,,,3326098169.000000,259067101.000000,3585165270.000000,8125848136.000000,,250000000.000000,,6916367684.000000,50000000.000000,6866367684.000000,6916367684.000000,,-153105139.000000,7013262545.000000,15139110681.000000,2500.000000
12M 2021,,,213825682.000000,2859572023.000000,8646348212.000000,18312051.000000,8628036161.000000,8646348212.000000,,495033400.000000,12214779317.000000,,2907329796.000000,136464282.000000,,2586027307.000000,5629821385.000000,17844600702.000000,,,2313204612.000000,,245178920.000000,1474974947.000000,,,,,,593050745.000000,593050745.000000,,2313204612.000000,7762090423.000000,,,242100062.000000,242100062.000000,6899698168.000000,620292193.000000,7762090423.000000,10075295035.000000,,250000000.000000,,11182026736.000000,50000000.000000,11132026736.000000,11182026736.000000,,-3662721069.000000,7769305667.000000,17844600702.000000,2500.000000
12M 2022,,,7512546972.000000,2612726766.000000,102000000.000000,102000000.000000,,102000000.000000,,5364938976.000000,15592212714.000000,,3898991950.000000,210983927.000000,,4903426948.000000,9013402825.000000,24605615539.000000,,,2261956699.000000,,1267835595.000000,423977873.000000,,199073657.000000,199073657.000000,,42724447.000000,328345127.000000,371069574.000000,,2261956699.000000,1597460699.000000,,121777463.000000,519994241.000000,641771704.000000,,955688995.000000,1597460699.000000,3859417398.000000,,26850000000.000000,-8762088030.000000,2964172945.000000,50000000.000000,2914172945.000000,2964172945.000000,255748.000000,-306142522.000000,20746198141.000000,24605615539.000000,2685000000.000000
12M 2023,,,29454588131.000000,11123804983.000000,155643000.000000,155643000.000000,,155643000.000000,,10741077557.000000,51475113671.000000,,27234281093.000000,465092855.000000,13792571902.000000,4747319044.000000,46239264894.000000,97714378565.000000,,,3481534748.000000,,2386577909.000000,691920933.000000,,90363205.000000,90363205.000000,,312672701.000000,,312672701.000000,,3481534748.000000,2915223261.000000,,796143161.000000,,796143161.000000,,2119080100.000000,2915223261.000000,6396758009.000000,,34350000000.000000,53891146197.000000,3589135238.000000,50000000.000000,3539135238.000000,3589135238.000000,882658.000000,-513543537.000000,91317620556.000000,97714378565.000000,3435000000.000000
12M 2024,,,11163075679.000000,11317472524.000000,2540500000.000000,130500000.000000,2410000000.000000,2540500000.000000,,26490483634.000000,51511531837.000000,,26931711129.000000,398268535.000000,16250404855.000000,3328254495.000000,46908639014.000000,98420170851.000000,,,3056660087.000000,,2156203977.000000,378755926.000000,,186143140.000000,186143140.000000,,335557044.000000,,335557044.000000,,3056660087.000000,2270897640.000000,,460586117.000000,,460586117.000000,,1810311523.000000,2270897640.000000,5327557727.000000,,34350000000.000000,53890447585.000000,4253316652.000000,50000000.000000,4203316652.000000,4253316652.000000,241246510.000000,357602377.000000,93092613124.000000,98420170851.000000,3435000000.000000
