Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Deposito Berjangka,Persediaan,Properti Investasi,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,17427270883.000000,8089736701.000000,,,8089736701.000000,8142416426.000000,,,8142416426.000000,9259951.000000,38714989329.000000,72383673290.000000,,16668011141.000000,,69073451.000000,871434562990.000000,12543436448.000000,,368951323.000000,1434295406.000000,902518330759.000000,974902004049.000000,,,90691249923.000000,19980000000.000000,,6555088387.000000,,6555088387.000000,,5000000.000000,447083685.000000,452083685.000000,1527547852.000000,16990021662.000000,,33600000000.000000,130708393.000000,,33730708393.000000,11455799944.000000,90691249923.000000,722526533773.000000,,623630592320.000000,106270140.000000,,623736862460.000000,,,,,,,,,73436973551.000000,25352697762.000000,722526533773.000000,813217783696.000000,,298887000000.000000,-2984351652.000000,-506395875261.000000,,,-506395875261.000000,1066917185.000000,371110530081.000000,161684220353.000000,974902004049.000000,298387.000000
12M 2019,,,16683353901.000000,9102738307.000000,,,9102738307.000000,6704452056.000000,,,6704452056.000000,33290975.000000,134464046960.000000,166987882199.000000,,,,123422511.000000,870113997025.000000,13377042886.000000,,,1399007128.000000,885013469550.000000,1052001351749.000000,,,445164046381.000000,,,4923017996.000000,,4923017996.000000,,5000000.000000,750219093.000000,755219093.000000,1767824100.000000,130049464241.000000,,292614801944.000000,,,292614801944.000000,15053719007.000000,445164046381.000000,346503944529.000000,,319980465265.000000,,,319980465265.000000,,,,,,,,,,26523479264.000000,346503944529.000000,791667990910.000000,,838887000500.000000,78150246946.000000,-655683957828.000000,,,-655683957828.000000,-554589270.000000,-465339509.000000,260333360839.000000,1052001351749.000000,8388870000.000000
12M 2020,,,9084269798.000000,7943156584.000000,,,7943156584.000000,9171327637.000000,,,9171327637.000000,45300878.000000,88695511161.000000,114939566058.000000,,405000000.000000,,82825742.000000,840996982069.000000,18721991845.000000,119269561.000000,,1214474298.000000,861540543515.000000,976480109573.000000,,,535128327111.000000,,,6326896166.000000,,6326896166.000000,,5000000.000000,349289919.000000,354289919.000000,2204474088.000000,195268149087.000000,,321028741028.000000,,803068547.000000,321831809575.000000,9142708276.000000,535128327111.000000,317389327648.000000,,282284042688.000000,,5805268053.000000,288089310741.000000,,,,,,,,,,29300016907.000000,317389327648.000000,852517654759.000000,,838887000500.000000,78150262601.000000,-790860522292.000000,,,-790860522292.000000,-2312929625.000000,98643630.000000,123962454814.000000,976480109573.000000,8388870000.000000
12M 2021,,,14577230883.000000,14152780254.000000,,,14152780254.000000,10352872797.000000,,,10352872797.000000,33550379.000000,55606110601.000000,94722544914.000000,,,,52836636.000000,796037629165.000000,16306521114.000000,77563693.000000,,1220235547.000000,813694786155.000000,908417331069.000000,,,752650345493.000000,,,7118622289.000000,,7118622289.000000,,5000000.000000,731479962.000000,736479962.000000,2235341806.000000,271869605900.000000,,461635143676.000000,,903860725.000000,462539004401.000000,8151291135.000000,752650345493.000000,172365359676.000000,,137872281205.000000,,4901407328.000000,142773688533.000000,,,,,,,,,,29591671143.000000,172365359676.000000,925015705169.000000,,838887020600.000000,78150258001.000000,-929742990761.000000,,,-929742990761.000000,-4686743183.000000,794081243.000000,-16598374100.000000,908417331069.000000,8388870000.000000
12M 2022,,,13012697997.000000,11190925826.000000,,,11190925826.000000,3617916850.000000,,,3617916850.000000,27073635.000000,39935219108.000000,67783833416.000000,,,8000000000.000000,304052717.000000,770286327013.000000,14419002218.000000,36062718.000000,,1363461365.000000,794408906031.000000,862192739447.000000,,,866555444892.000000,,,7552429773.000000,,7552429773.000000,,5000000.000000,563220647.000000,568220647.000000,1322959358.000000,355171989407.000000,,489523037642.000000,,1017303210.000000,490540340852.000000,11399504855.000000,866555444892.000000,132957785646.000000,,104782933716.000000,,3884104118.000000,108667037834.000000,,,,,,,,,,24290747812.000000,132957785646.000000,999513230538.000000,,838887020600.000000,78150258001.000000,-1048189321574.000000,,,-1048189321574.000000,-7852120842.000000,1683672724.000000,-137320491091.000000,862192739447.000000,8388870000.000000
12M 2023,,,11645669752.000000,6399123308.000000,,,6399123308.000000,4077017628.000000,,,4077017628.000000,7723200.000000,3490688179.000000,25620222067.000000,,,6000000000.000000,147608400.000000,734984938628.000000,14533714253.000000,23768610.000000,,1453769325.000000,757143799216.000000,782764021283.000000,,,997604784477.000000,,,8361148502.000000,,8361148502.000000,,5000000.000000,407607828.000000,412607828.000000,1575461217.000000,436499236770.000000,,543049659107.000000,,,543049659107.000000,7706671053.000000,997604784477.000000,69684468026.000000,,47592268507.000000,,,47592268507.000000,,,,,,,,,,22092199519.000000,69684468026.000000,1067289252503.000000,,838887020600.000000,78150258001.000000,-1191157493251.000000,,,-1191157493251.000000,-11220376291.000000,815359721.000000,-284525231220.000000,782764021283.000000,8388870000.000000
12M 2024,,,7994678748.000000,4674808546.000000,,,4674808546.000000,670603378.000000,,,670603378.000000,16759835.000000,4174301257.000000,17531151764.000000,,,6000000000.000000,241663045.000000,703137740951.000000,20314641932.000000,11274651.000000,,1424047542.000000,731129368121.000000,748660519885.000000,,,1119232226024.000000,,,5648681651.000000,,5648681651.000000,,5000000.000000,1326712633.000000,1331712633.000000,2154184485.000000,520011422491.000000,,586690060172.000000,,1246636632.000000,587936696804.000000,2149527960.000000,1119232226024.000000,34153706179.000000,,,,5881184621.000000,5881184621.000000,,,,,,,,,,28272521558.000000,34153706179.000000,1153385932203.000000,,838887020600.000000,78150258001.000000,-1308657371769.000000,,,-1308657371769.000000,-14058364311.000000,953045161.000000,-404725412318.000000,748660519885.000000,8388870000.000000
