Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(17 B),(59 B),(76 B),-254324.36
12M 2019,(164 B),(6 B),(170 B),-20.23
12M 2020,1 B,(4 B),(3 B),-0.39
12M 2021,13 B,(2 B),11 B,1.33
12M 2022,20 B,(7 B),13 B,1.52
12M 2023,6 B,(4 B),2 B,0.25
12M 2024,4 B,(2 B),2 B,0.24
