Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,10036798114.000000,50933590621.000000,35400610311.000000,15532980310.000000,50933590621.000000,6758067486.000000,,,6758067486.000000,100217819125.000000,970311124.000000,168916586470.000000,,56574322363.000000,14033380172.000000,1101318514246.000000,102697542762.000000,1274623759543.000000,1443540346013.000000,,,160299067185.000000,,23148300089.000000,20679014847.000000,43827314936.000000,8655426524.000000,10043309361.000000,,76990783960.000000,71904000.000000,77062687960.000000,20710328404.000000,160299067185.000000,336889817137.000000,,266299600946.000000,95837000.000000,266395437946.000000,70494379191.000000,336889817137.000000,497188884322.000000,,559663084000.000000,42642343557.000000,8073340491.000000,34569003066.000000,42642343557.000000,1986933898.000000,342059100236.000000,946351461691.000000,1443540346013.000000,1119326168.000000
12M 2017,,,14471813184.000000,38669243571.000000,24601626382.000000,14067617189.000000,38669243571.000000,11175841931.000000,,,11175841931.000000,214477168748.000000,1727655296.000000,280521722730.000000,,89493111510.000000,14786979376.000000,1131123810450.000000,2697542762.000000,1238101444098.000000,1518623166828.000000,,,116403495481.000000,,21374270529.000000,2671187014.000000,24045457543.000000,13270386369.000000,4481493649.000000,,55482383161.000000,165096000.000000,55647479161.000000,18958678759.000000,116403495481.000000,455579454081.000000,,421813719943.000000,365637000.000000,422179356943.000000,33400097138.000000,455579454081.000000,571982949562.000000,,559663084000.000000,43898715649.000000,8093577855.000000,35805137794.000000,43898715649.000000,2208868088.000000,340869549529.000000,946640217266.000000,1518623166828.000000,1119326168.000000
12M 2018,,,20790702450.000000,49806101387.000000,25135833839.000000,24670267548.000000,49806101387.000000,13350223599.000000,,,13350223599.000000,214527830102.000000,1095262721.000000,299570120259.000000,,78968922068.000000,15163106824.000000,1106699208198.000000,2697542762.000000,1203528779852.000000,1503098900111.000000,,,100696003966.000000,,17719334206.000000,1429995811.000000,19149330017.000000,13696579850.000000,4914640940.000000,,56560799123.000000,93192000.000000,56653991123.000000,6281462036.000000,100696003966.000000,454513760185.000000,,420284104558.000000,272445000.000000,420556549558.000000,33957210627.000000,454513760185.000000,555209764151.000000,,559663084000.000000,45549557951.000000,8120429676.000000,37429128275.000000,45549557951.000000,2301721673.000000,340374772336.000000,947889135960.000000,1503098900111.000000,1119326168.000000
12M 2019,,,11693995771.000000,63387484879.000000,33948908311.000000,29438576568.000000,63387484879.000000,4155885710.000000,4155885710.000000,,4155885710.000000,214252111485.000000,1673182286.000000,295162660131.000000,,81562675114.000000,14803872632.000000,1081170933341.000000,2756041571.000000,1180293522658.000000,1475456182789.000000,,,90693031478.000000,,14112989934.000000,,14112989934.000000,9993870438.000000,2252246053.000000,,56575529075.000000,93192000.000000,56668721075.000000,7665203978.000000,90693031478.000000,449732494893.000000,,414775700247.000000,147554000.000000,414923254247.000000,34809240646.000000,449732494893.000000,540425526371.000000,,559663084000.000000,30918698782.000000,8242636363.000000,22676062419.000000,30918698782.000000,2341123425.000000,342107750211.000000,935030656418.000000,1475456182789.000000,1119326168.000000
12M 2020,,,3815940103.000000,11474132163.000000,11474132163.000000,,11474132163.000000,,,,,213509218677.000000,941441964.000000,229740732907.000000,,73317964604.000000,12015364267.000000,1043316552063.000000,71356213566.000000,1200006094500.000000,1429746827407.000000,,,107904142703.000000,,20752999283.000000,1813442904.000000,22566442187.000000,4574322721.000000,4998213471.000000,,58706415715.000000,,58706415715.000000,17058748609.000000,107904142703.000000,439282550592.000000,,407960258473.000000,,407960258473.000000,31322292119.000000,439282550592.000000,547186693295.000000,,559663084000.000000,-19210700099.000000,8242636363.000000,-27453336462.000000,-19210700099.000000,,342107750211.000000,882560134112.000000,1429746827407.000000,1119326168.000000
12M 2021,,,5863254678.000000,6491982355.000000,6491982355.000000,,6491982355.000000,,,,,213661241156.000000,550394081.000000,226566872270.000000,,72576973534.000000,11055225870.000000,1009068110842.000000,25281858661.000000,1117982168907.000000,1344549041177.000000,,,53459882447.000000,,12738965058.000000,33128799.000000,12772093857.000000,10240183846.000000,4313656683.000000,,12238145070.000000,,12238145070.000000,13895802991.000000,53459882447.000000,478730112929.000000,,453347846434.000000,,453347846434.000000,25382266495.000000,478730112929.000000,532189995376.000000,,559663084000.000000,-76511857510.000000,8242636363.000000,-84754493873.000000,-76511857510.000000,,329207819311.000000,812359045801.000000,1344549041177.000000,1119326168.000000
12M 2022,,,14242085259.000000,8870568365.000000,8870568365.000000,,8870568365.000000,,,,,213830124508.000000,1129376051.000000,238072154183.000000,,63658236649.000000,2194825507.000000,987259770418.000000,12559740494.000000,1065672573068.000000,1303744727251.000000,,,98117699953.000000,,15609059371.000000,,15609059371.000000,1960450699.000000,2947619967.000000,,56337631899.000000,112536000.000000,56450167899.000000,21150402017.000000,98117699953.000000,423445314535.000000,,403445106080.000000,225072000.000000,403670178080.000000,19775136455.000000,423445314535.000000,521563014488.000000,,559663084000.000000,-106689190548.000000,8242636363.000000,-114931826911.000000,-106689190548.000000,,329207819311.000000,782181712763.000000,1303744727251.000000,1119326168.000000
12M 2023,,,6441391564.000000,10778346542.000000,10778346542.000000,,10778346542.000000,,,,,214859481814.000000,2585584080.000000,234664804000.000000,,50213342046.000000,1997354106.000000,964721974022.000000,12559740494.000000,1029492410668.000000,1264157214668.000000,,,100590141805.000000,,11240696093.000000,,11240696093.000000,4850619364.000000,3552788927.000000,,57506857575.000000,112536000.000000,57619393575.000000,23326643846.000000,100590141805.000000,403953894060.000000,,390544636336.000000,112536000.000000,390657172336.000000,13296721724.000000,403953894060.000000,504544035865.000000,,559663084000.000000,-129257724508.000000,8242636363.000000,-137500360871.000000,-129257724508.000000,,329207819311.000000,759613178803.000000,1264157214668.000000,1119326168.000000
12M 2024,,,3041986391.000000,8287439516.000000,8287439516.000000,,8287439516.000000,,,,,214864581397.000000,406640410.000000,226600647714.000000,,38078071196.000000,1993574982.000000,981794359314.000000,25000000.000000,1021891005492.000000,1248491653206.000000,,,138446436535.000000,,13818091636.000000,,13818091636.000000,9779255051.000000,2707680321.000000,,76266597413.000000,224736000.000000,76491333413.000000,35650076114.000000,138446436535.000000,363124977696.000000,,354765131161.000000,374000000.000000,355139131161.000000,7985846535.000000,363124977696.000000,501571414231.000000,,559663084000.000000,-141950664336.000000,8242636363.000000,-150193300699.000000,-141950664336.000000,,329207819311.000000,746920238975.000000,1248491653206.000000,1119326168.000000
