Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,160986791061.000000,-35009443351.000000,125977347710.000000,-116142942457.000000,-4777943073.000000,-111364999384.000000,-116142942457.000000,9834405253.000000,-8790128708.000000,89418726.000000,-8029567077.000000,,-849980357.000000,-8790128708.000000,1044276545.000000,-281078541.000000,763198004.000000,-560824363.000000,202373641.000000,763198004.000000,618760642.000000,144437362.000000,763198004.000000,202373641.000000,57936279.000000,144437362.000000,202373641.000000
12M 2017,169232744204.000000,-28906842008.000000,140325902196.000000,-115141077788.000000,-3750267263.000000,-111390810525.000000,-115141077788.000000,25184824408.000000,-22459375161.000000,131400488.000000,-21945903359.000000,,-644872290.000000,-22459375161.000000,2725449247.000000,-1267380329.000000,1458068918.000000,-1189550707.000000,268518211.000000,1458068918.000000,1236134728.000000,221934190.000000,1458068918.000000,268518211.000000,46584021.000000,221934190.000000,268518211.000000
12M 2018,189817862304.000000,-42070450826.000000,147747411478.000000,-130604012895.000000,-5159792582.000000,-125444220313.000000,-130604012895.000000,17143398583.000000,-14998551015.000000,781031839.000000,-15168341245.000000,,-611241609.000000,-14998551015.000000,2144847568.000000,-428003502.000000,1716844066.000000,-494777193.000000,1222066873.000000,1716844066.000000,1623990481.000000,92853585.000000,1716844066.000000,1222066873.000000,1129213288.000000,92853585.000000,1222066873.000000
12M 2019,155824493314.000000,-40581227840.000000,115243265474.000000,-113814958249.000000,-2934245523.000000,-110880712726.000000,-113814958249.000000,1428307225.000000,-13411188783.000000,632578277.000000,-14081499063.000000,,37732003.000000,-13411188783.000000,-11982881558.000000,-694300415.000000,-12677181973.000000,-303504256.000000,-12980686229.000000,-12677181973.000000,-12716583725.000000,39401752.000000,-12677181973.000000,-12980686229.000000,-13020087981.000000,39401752.000000,-12980686229.000000
12M 2020,55621388834.000000,-9143006399.000000,46478382435.000000,-89590665777.000000,-424338315.000000,-89166327462.000000,-89590665777.000000,-43112283342.000000,-8343170270.000000,44788879.000000,-7610119495.000000,-803068815.000000,25229161.000000,-8343170270.000000,-51455453612.000000,-476832020.000000,-51932285632.000000,4878770472.000000,-47053515160.000000,-51932285632.000000,-51932285632.000000,,-51932285632.000000,-47053515160.000000,-47053515160.000000,,-47053515160.000000
12M 2021,69422735722.000000,-22907241514.000000,46515494208.000000,-82364648891.000000,-1595640751.000000,-80769008140.000000,-82364648891.000000,-35849154683.000000,-6106472257.000000,46262848.000000,-6017117538.000000,,-135617567.000000,-6106472257.000000,-41955626940.000000,173333620.000000,-41782293320.000000,4806553607.000000,-36975739713.000000,-41782293320.000000,-41782293320.000000,,-41782293320.000000,-36975739713.000000,-36975739713.000000,,-36975739713.000000
12M 2022,90237216111.000000,-32924699055.000000,57312517056.000000,-80367381901.000000,-1933825075.000000,-78433556826.000000,-80367381901.000000,-23054864845.000000,-8402784951.000000,279107297.000000,-8653191371.000000,,-28700877.000000,-8402784951.000000,-31457649796.000000,220706167.000000,-31236943629.000000,1059610591.000000,-30177333038.000000,-31236943629.000000,-31236943629.000000,,-31236943629.000000,-30177333038.000000,-30177333038.000000,,-30177333038.000000
12M 2023,133104822414.000000,-49706314499.000000,83398507915.000000,-87390920875.000000,-2667433163.000000,-84723487712.000000,-87390920875.000000,-3992412960.000000,-19600823511.000000,49886735.000000,-19609754024.000000,,-40956222.000000,-19600823511.000000,-23593236471.000000,71406860.000000,-23521829611.000000,953295651.000000,-22568533960.000000,-23521829611.000000,-23521829611.000000,,-23521829611.000000,-22568533960.000000,-22568533960.000000,,-22568533960.000000
12M 2024,155976345112.000000,-58069961214.000000,97906383898.000000,-85466907317.000000,-2748805482.000000,-82718101835.000000,-85466907317.000000,12439476581.000000,-25145815123.000000,95335900.000000,-25081516529.000000,,-159634494.000000,-25145815123.000000,-12706338542.000000,,-12706338542.000000,13398714.000000,-12692939828.000000,-12706338542.000000,-12706338542.000000,,-12706338542.000000,-12692939828.000000,-12692939828.000000,,-12692939828.000000
