Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,0 B,(35 B),(35 B),-31.65
12M 2017,50 B,(60 B),(11 B),-9.50
12M 2018,3 B,(7 B),(4 B),-3.57
12M 2019,5 B,(7 B),(2 B),-1.67
12M 2020,(0 B),(3 B),(3 B),-2.92
12M 2021,10 B,(5 B),5 B,4.39
12M 2022,7 B,(14 B),(7 B),-6.31
12M 2023,6 B,(16 B),(9 B),-8.39
12M 2024,40 B,(51 B),(11 B),-9.54
