Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,81.35,,1.09
12M 2021,7.16,54.05,35.48,25.73,50.99,,6.75,,8.49,,1.5,,1.57,,3.18
12M 2022,70.82,40.17,69.16,41.83,5.15,,9.09,,3.96,,1.24,,3.71,,2.48
12M 2023,106.54,35.74,57.95,84.33,3.43,,10.21,,2.18,,0.85,,1.15,,11.67
12M 2024,85.96,43.81,22.52,107.25,4.25,,8.33,,1.24,,0.47,,0.85,,17.35
