Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,2 B,(0 B),2 B,0.00
12M 2021,4 B,(4 B),(0 B),-2335.18
12M 2022,(10 B),(11 B),(21 B),-8.34
12M 2023,(6 B),(14 B),(20 B),-8.03
12M 2024,(3 B),(4 B),(7 B),-2.56
