Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.09,0.44,1.08,4.57,0.0,0.0,0.75,0.24,3.54
12M 2021,3.18,2.83,0.04,1.34,0.0,0.0,-0.77,0.03,0.34
12M 2022,2.48,2.14,0.02,1.59,0.0,0.0,0.0,0.0,0.35
12M 2023,11.67,10.9,0.01,1.06,0.0,0.0,-0.31,0.01,0.06
12M 2024,17.35,16.25,0.01,1.04,0.0,0.0,-0.2,0.01,0.04
