Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Investasi Pada Entitas Asosiasi,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Obligasi,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Surat Hutang,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Surat Hutang,Liabilitas Pajak Tangguhan,Utang Obligasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Kepentingan Non Pengendali,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,2075866.000000,73017961.000000,50114263.000000,22903698.000000,73017961.000000,4382726.000000,,,4382726.000000,13550722.000000,,4795592.000000,97822867.000000,,18159065.000000,,18159065.000000,18159065.000000,91420141.000000,1466673.000000,250000.000000,88728.000000,3602179.000000,114986786.000000,212809653.000000,,,67470459.000000,39561981.000000,,,12405621.000000,1256738.000000,13662359.000000,,431578.000000,902354.000000,1333932.000000,3745764.000000,4123400.000000,,,4449710.000000,86656.000000,,4536366.000000,506657.000000,67470459.000000,45156346.000000,,6067847.000000,23034.000000,,6090881.000000,158381.000000,19771026.000000,13036127.000000,,6099931.000000,45156346.000000,112626805.000000,,92398640.000000,-6063402.000000,9950920.000000,,,9950920.000000,-1686108.000000,94600050.000000,5582798.000000,212809653.000000,8682350500.000000
12M 2018,,,4535432.000000,95718834.000000,69170614.000000,26548220.000000,95718834.000000,27329321.000000,,,27329321.000000,15358991.000000,,21650087.000000,164592665.000000,,21546801.000000,,21546801.000000,21546801.000000,89431662.000000,1200000.000000,250000.000000,25498.000000,27157446.000000,139611407.000000,304204072.000000,,,74412300.000000,48827055.000000,,,6285346.000000,612162.000000,6897508.000000,,586812.000000,956954.000000,1543766.000000,3667460.000000,8839730.000000,,,4069388.000000,87550.000000,,4156938.000000,479843.000000,74412300.000000,86766742.000000,,4783912.000000,110515.000000,,4894427.000000,,63348619.000000,13194819.000000,,5328877.000000,86766742.000000,161179042.000000,,105489193.000000,9963243.000000,22282632.000000,,,22282632.000000,-709683.000000,137025385.000000,5999645.000000,304204072.000000,10485050500.000000
12M 2019,,,21367658.000000,115760644.000000,96168664.000000,19591980.000000,115760644.000000,51353253.000000,,,51353253.000000,12167544.000000,,20007093.000000,220656192.000000,,23901089.000000,,23901089.000000,23901089.000000,101816696.000000,933333.000000,250000.000000,95199.000000,8633255.000000,135629572.000000,356285764.000000,,,75353612.000000,39730237.000000,,,10938390.000000,1425749.000000,12364139.000000,,571911.000000,260781.000000,832692.000000,5126418.000000,14288750.000000,,,2682875.000000,159216.000000,,2842091.000000,169285.000000,75353612.000000,122476901.000000,,2187513.000000,189632.000000,,2377145.000000,,66183812.000000,13204797.000000,34383996.000000,6327151.000000,122476901.000000,197830513.000000,,105489193.000000,9963243.000000,37913682.000000,,,37913682.000000,-1023926.000000,152342192.000000,6113059.000000,356285764.000000,10485050500.000000
12M 2020,,,1394188.000000,70493621.000000,54691040.000000,15802581.000000,70493621.000000,24116063.000000,21459507.000000,2656556.000000,24116063.000000,10429484.000000,,37731014.000000,144164370.000000,,2130141.000000,,2130141.000000,2130141.000000,171454132.000000,2566667.000000,,209459.000000,28684558.000000,205044957.000000,349209327.000000,,,139741805.000000,36794293.000000,,,6369261.000000,2980256.000000,9349517.000000,,836523.000000,179001.000000,1015524.000000,6478642.000000,16545188.000000,66430698.000000,,682100.000000,157293.000000,473580.000000,1312973.000000,1814970.000000,139741805.000000,54930146.000000,,1597128.000000,98419.000000,351533.000000,2047080.000000,,,11635119.000000,34536485.000000,6711462.000000,54930146.000000,194671951.000000,,105489193.000000,9963243.000000,34143194.000000,50000.000000,34093194.000000,34143194.000000,-1040827.000000,148554803.000000,5982573.000000,349209327.000000,10485050500.000000
12M 2021,,,2400734.000000,16905945.000000,15519364.000000,1386581.000000,16905945.000000,2759688.000000,2318837.000000,440851.000000,2759688.000000,5109935.000000,,7371380.000000,34547682.000000,,1025078.000000,72957.000000,952121.000000,1025078.000000,9966586.000000,,101660430.000000,7968791.000000,55406885.000000,176027770.000000,210575452.000000,,,33403717.000000,3649452.000000,1752050.000000,,4075332.000000,78651.000000,4153983.000000,,13138360.000000,2629670.000000,15768030.000000,922628.000000,416251.000000,3312706.000000,,2626252.000000,38474.000000,512663.000000,3177389.000000,251228.000000,33403717.000000,103615499.000000,,5907000.000000,29103.000000,584959.000000,6521062.000000,,62941411.000000,177869.000000,33288948.000000,686209.000000,103615499.000000,137019216.000000,,105489193.000000,8709937.000000,-44535909.000000,50000.000000,-44585909.000000,-44535909.000000,-982452.000000,68680769.000000,4875467.000000,210575452.000000,10485050500.000000
12M 2022,,,1588313.000000,9243701.000000,9191109.000000,52592.000000,9243701.000000,2296728.000000,2203813.000000,92915.000000,2296728.000000,6325164.000000,,908333.000000,20362239.000000,,953000.000000,,953000.000000,953000.000000,9015277.000000,,98266360.000000,2131174.000000,15903050.000000,126268861.000000,146631100.000000,,,33469066.000000,1199050.000000,794610.000000,,5825837.000000,3264.000000,5829101.000000,,18628483.000000,1562599.000000,20191082.000000,1011682.000000,165623.000000,1948886.000000,,1593327.000000,26325.000000,652680.000000,2272332.000000,56700.000000,33469066.000000,92903743.000000,,5142073.000000,5053.000000,308300.000000,5455426.000000,,57308749.000000,241855.000000,29400568.000000,497145.000000,92903743.000000,126372809.000000,,105489193.000000,8709937.000000,-93941398.000000,50000.000000,-93991398.000000,-93941398.000000,-884252.000000,19373480.000000,884811.000000,146631100.000000,10485050500.000000
