Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(76 B),(5 B),(81 B),-9.36
12M 2018,(556 B),(233 B),(789 B),-75.25
12M 2019,376 B,(55 B),321 B,30.65
12M 2020,687 B,"(1,227 B)",(540 B),-51.52
12M 2021,(665 B),(4 B),(669 B),-63.79
12M 2022,183 B,(6 B),177 B,16.91
