Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(38 B),,(38 B),-37.89
12M 2019,(22 B),,(22 B),-16.78
12M 2020,5 B,,5 B,4.22
12M 2021,8 B,,8 B,5.99
12M 2022,41 B,,41 B,31.85
12M 2023,7 B,,7 B,5.04
12M 2024,(41 B),,(41 B),-31.90
