Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,7 B,(1 B),6 B,5487.98
12M 2020,59 B,(4 B),55 B,52736.79
12M 2021,120 B,(12 B),108 B,103667.75
12M 2022,(53 B),(11 B),(63 B),-35106.60
12M 2023,(71 B),(6 B),(77 B),-13.68
12M 2024,16 B,(4 B),12 B,2.12
