Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,61817485316.000000,-50121653631.000000,11695831685.000000,-5552313199.000000,,-5552313199.000000,,-5552313199.000000,6143518486.000000,-5417744573.000000,-52772989.000000,,,-4323955263.000000,,-1041016321.000000,-5417744573.000000,725773913.000000,-231859708.000000,493914205.000000,,493914205.000000,-21347828.000000,472566377.000000,493914205.000000,493914205.000000,,493914205.000000,472566377.000000,472566377.000000,,,472566377.000000
12M 2020,294512931740.000000,-206562203198.000000,87950728542.000000,-15569811262.000000,,-15569811262.000000,,-15569811262.000000,72380917280.000000,-2901071887.000000,-59475.000000,,,-3715662613.000000,,814650201.000000,-2901071887.000000,69479845393.000000,-15803964904.000000,53675880489.000000,,53675880489.000000,151148326.000000,53827028815.000000,53675880489.000000,53675880489.000000,,53675880489.000000,53827028815.000000,53827028815.000000,,,53827028815.000000
12M 2021,455059373519.000000,-315657193933.000000,139402179586.000000,-14821073263.000000,,-14821073263.000000,,-14821073263.000000,124581106323.000000,95956993.000000,234134652.000000,,,-1266434404.000000,,1128256745.000000,95956993.000000,124677063316.000000,-30584539440.000000,94092523876.000000,,94092523876.000000,-125029384.000000,93967494492.000000,94092523876.000000,94092523876.000000,,94092523876.000000,93967494492.000000,93967494492.000000,,,93967494492.000000
12M 2022,305535807203.000000,-255540640411.000000,49995166792.000000,-14167831368.000000,,-14167831368.000000,,-14167831368.000000,35827335424.000000,-13468267127.000000,1712464.000000,,,,,-13469979591.000000,-13468267127.000000,22359068297.000000,-5247974806.000000,17111093491.000000,,17111093491.000000,71425950678.000000,88537044169.000000,17111093491.000000,17111093491.000000,,17111093491.000000,88537044169.000000,88537044169.000000,,,88537044169.000000
12M 2023,231087960926.000000,-180649807949.000000,50438152977.000000,-19402188384.000000,,-19402188384.000000,,-19402188384.000000,31035964593.000000,-9079998613.000000,141148829.000000,,,,,-9221147442.000000,-9079998613.000000,21955965980.000000,-4959891974.000000,16996074006.000000,,16996074006.000000,-7825930.000000,16988248076.000000,16996074006.000000,16996074006.000000,,16996074006.000000,16988248076.000000,16988248076.000000,,,16988248076.000000
12M 2024,176596813732.000000,-147731386389.000000,28865427343.000000,-20564488799.000000,,-20564488799.000000,,-20564488799.000000,8300938544.000000,-10799240776.000000,5913872.000000,-4668750.000000,,,,-10800485898.000000,-10799240776.000000,-2498302232.000000,-5659238798.000000,-8157541030.000000,,-8157541030.000000,353476102.000000,-7804064928.000000,-8157541030.000000,-8157541030.000000,,-8157541030.000000,-7804064928.000000,-7804064928.000000,,,-7804064928.000000
