Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,-1.52,,0.41
12M 2020,21.73,28.05,56.0,-6.22,16.8,,13.01,,28.62,,4.07,,-12.38,,0.8
12M 2021,27.8,45.34,55.26,17.88,13.13,,8.05,,15.08,,2.35,,-3.89,,0.5
12M 2022,87.43,67.32,98.11,56.64,4.17,6.17,5.42,15.19,3.38,4.64,1.04,2.01,-6.57,-6.57,0.77
12M 2023,118.71,61.94,87.43,93.22,3.07,3.06,5.89,6.3,1.78,1.77,0.82,0.78,3.28,3.28,2.28
12M 2024,80.61,90.14,35.15,135.6,4.53,5.8,4.05,3.95,1.41,1.41,0.71,0.73,2.69,2.69,2.94
