Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,13654437626.000000,-10974970441.000000,2679467185.000000,-2811737885.000000,-2811737885.000000,-2811737885.000000,-132270700.000000,-885481500.000000,,-560675679.000000,-324805821.000000,-885481500.000000,-1017752200.000000,-409633129.000000,,,-409633129.000000,-409633129.000000,-1427385329.000000,-111730461.000000,-111730461.000000,-111730461.000000,-1539115790.000000,-1427385329.000000,-1427385329.000000,,-1427385329.000000,-1539115790.000000,-1539115790.000000,,-1539115790.000000
12M 2021,139762881364.000000,-111573220564.000000,28189660800.000000,-5800206146.000000,-5800206146.000000,-5800206146.000000,22389454654.000000,-6390206746.000000,,-720037039.000000,-5670169707.000000,-6390206746.000000,15999247908.000000,-4934435126.000000,,,-4934435126.000000,-4934435126.000000,11064812782.000000,-2568394.000000,-2568394.000000,-2568394.000000,11062244388.000000,11064812782.000000,11064812782.000000,,11064812782.000000,11062244388.000000,11062244388.000000,,11062244388.000000
12M 2022,182911818930.000000,-142212062187.000000,40699756743.000000,-14186338447.000000,-14186338447.000000,-14186338447.000000,26513418296.000000,-1819491295.000000,,-633388327.000000,-1186102968.000000,-1819491295.000000,24693927001.000000,-5304043337.000000,,,-5304043337.000000,-5304043337.000000,19389883664.000000,-40733653.000000,-40733653.000000,-40733653.000000,19349150011.000000,19389883664.000000,19389883664.000000,,19389883664.000000,19349150011.000000,19349150011.000000,,19349150011.000000
12M 2023,197192105891.000000,-150142665493.000000,47049440398.000000,-18524687239.000000,-18524687239.000000,-18524687239.000000,28524753159.000000,-5155863665.000000,6400891.000000,-199611916.000000,-4962652640.000000,-5155863665.000000,23368889494.000000,-5225590806.000000,,,-5225590806.000000,-5225590806.000000,18143298688.000000,209435581.000000,209435581.000000,209435581.000000,18352734269.000000,18143298688.000000,18143298688.000000,,18143298688.000000,18352734269.000000,18352734269.000000,,18352734269.000000
12M 2024,66734442107.000000,-43348649548.000000,23385792559.000000,-16085326195.000000,-16085326195.000000,-16085326195.000000,7300466364.000000,2977249883.000000,361904967.000000,-352584601.000000,2967929517.000000,2977249883.000000,10277716247.000000,-1768462716.000000,,,-1768462716.000000,-1768462716.000000,8509253531.000000,123211506.000000,123211506.000000,123211506.000000,8632465037.000000,8509253531.000000,8509253531.000000,,8509253531.000000,8632465037.000000,8632465037.000000,,8632465037.000000
