Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,2 B,(5 B),(4 B),-700.81
12M 2021,9 B,(21 B),(13 B),-2537.57
12M 2022,22 B,(14 B),8 B,1662.04
12M 2023,(38 B),(15 B),(53 B),-18.55
12M 2024,(0 B),(0 B),(0 B),-0.05
