Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.01 B,-285.48,-0.00,0.00,1.08 B,-3.11%,-4.08%,-0.67%,-0.24
12M 2021,0.01 B,2212.96,0.00,0.00,24.73 B,14.75%,24.03%,50.62%,31.09
12M 2022,0.01 B,3877.98,0.00,0.00,31.06 B,23.78%,29.65%,43.69%,41.86
12M 2023,2.86 B,6.34,7.89,0.73,34.12 B,8.42%,10.59%,23.37%,142.90
12M 2024,2.86 B,2.97,22.56,2.87,14.32 B,3.90%,4.73%,4.13%,20.71
