Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,0.65,,4.16
12M 2021,33.82,,23.85,,10.79,,,,5.0,,2.31,,12.04,,1.45
12M 2022,18.3,,25.45,,19.95,,,,4.27,,2.34,,11.5,,2.71
12M 2023,4.93,,34.71,,74.09,77.96,,,3.75,6.9,1.33,1.83,1.91,1.91,3.36
12M 2024,14.04,,221.32,,26.0,19.99,,,1.21,1.24,0.31,0.32,0.6,0.6,4.08
