Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,89797.46,0.00,0.00,1.76 B,1.31%,8.95%,1.80%,
12M 2021,0.00 B,142179.93,0.00,0.00,3.28 B,1.54%,8.45%,1.58%,
12M 2022,0.00 B,42518.93,0.00,0.00,1.56 B,0.44%,2.11%,0.38%,
12M 2023,7.38 B,0.47,259.57,18.76,2.41 B,0.72%,0.89%,0.49%,
12M 2024,7.38 B,0.78,126.92,11.23,1.41 B,1.23%,1.48%,0.19%,
