Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(17 B),(48 B),(65 B),-38.10
12M 2019,102 B,(183 B),(81 B),-38.29
12M 2020,(9 B),(2 B),(11 B),-5.04
12M 2021,121 B,(38 B),82 B,38.70
12M 2022,156 B,(152 B),4 B,2.02
12M 2023,295 B,(37 B),258 B,121.43
12M 2024,222 B,(71 B),151 B,71.06
