Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Investasi Jangka Panjang,Investasi Pada Entitas Asosiasi,Properti Pertambangan,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Pihak Berelasi,Pihak Ketiga,Total Beban Akrual,Utang Pajak,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembelian Aset Tetap,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembelian Aset Tetap,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,38423232805.000000,,38026710887.000000,13785516887.000000,24241194000.000000,38026710887.000000,712002583.000000,12909950.000000,699092633.000000,712002583.000000,151966525764.000000,13147848629.000000,242276320668.000000,,18202099539.000000,18202099539.000000,,18202099539.000000,344177642086.000000,,,3282061297.000000,766356365.000000,23329101644.000000,23692817653.000000,413450078584.000000,655726399252.000000,,,328561476456.000000,133289789443.000000,,44330071061.000000,44330071061.000000,,42653135797.000000,42653135797.000000,,7858564242.000000,14895265798.000000,22753830040.000000,17814133634.000000,,4190000000.000000,875102553.000000,1218382428.000000,6283484981.000000,61437031500.000000,328561476456.000000,62031766472.000000,,,11500000000.000000,11500000000.000000,37138814451.000000,,,556647057.000000,4117636378.000000,4674283435.000000,8718668586.000000,62031766472.000000,390593242928.000000,,170000000000.000000,27892853108.000000,62855009211.000000,6527956129.000000,-2142662124.000000,265133156324.000000,655726399252.000000,1700000000.000000
12M 2019,,,28922713276.000000,,8372403542.000000,8372403542.000000,,8372403542.000000,3769797547.000000,1328790840.000000,2441006707.000000,3769797547.000000,453300233387.000000,168003409380.000000,662368557132.000000,,23331637783.000000,23331637783.000000,,23331637783.000000,423071110206.000000,,,,766356365.000000,35779037007.000000,49881851553.000000,532829992914.000000,1195198550046.000000,,,617963023345.000000,40034067951.000000,,159628225619.000000,159628225619.000000,,119381907663.000000,119381907663.000000,,33427613900.000000,26428200929.000000,59855814829.000000,40158666797.000000,,,1524797459.000000,1783189068.000000,3307986527.000000,195596353959.000000,617963023345.000000,58391576595.000000,,6500000000.000000,3629709820.000000,10129709820.000000,31121551519.000000,,,1997635400.000000,3985070929.000000,5982706329.000000,11157608927.000000,58391576595.000000,676354599940.000000,,212500000000.000000,163533533818.000000,152893957074.000000,-7545768387.000000,-2537772399.000000,518843950106.000000,1195198550046.000000,2125000000.000000
12M 2020,,,33034811572.000000,,75394746485.000000,75394746485.000000,,75394746485.000000,1413139300.000000,1413139300.000000,,1413139300.000000,429756631129.000000,161086532027.000000,700685860513.000000,,27388647873.000000,27388647873.000000,,27388647873.000000,352063885674.000000,,,,766356365.000000,32188302600.000000,21435677653.000000,433842870165.000000,1134528730678.000000,,,523669782549.000000,23742666918.000000,,125523819931.000000,125523819931.000000,,52377386825.000000,52377386825.000000,,7365926996.000000,48192949675.000000,55558876671.000000,28500531857.000000,,5833333333.000000,1251777466.000000,2053365650.000000,9138476449.000000,228828023898.000000,523669782549.000000,67874053649.000000,,,,,40530906669.000000,,11666666667.000000,1297383524.000000,2244699334.000000,15208749525.000000,12134397455.000000,67874053649.000000,591543836198.000000,,212500000000.000000,163533533818.000000,184829149466.000000,-15960709808.000000,-1917078996.000000,542984894480.000000,1134528730678.000000,2125000000.000000
12M 2021,,,32759809849.000000,,58039682935.000000,58039682935.000000,,58039682935.000000,8866724127.000000,2192974067.000000,6673750060.000000,8866724127.000000,269105625780.000000,189581659636.000000,558353502327.000000,,26983664369.000000,26983664369.000000,,26983664369.000000,361279611835.000000,4809172500.000000,,6828912906.000000,766356365.000000,28390250531.000000,21090671400.000000,450148639906.000000,1008502142233.000000,,,319470414757.000000,34971213830.000000,,45971521811.000000,45971521811.000000,,48288685953.000000,48288685953.000000,,5262651962.000000,51831297331.000000,57093949293.000000,26571749404.000000,,2470147106.000000,1794264085.000000,1831774672.000000,6096185863.000000,100477108603.000000,319470414757.000000,51335660945.000000,,,,,25214098640.000000,,10554455608.000000,1981202812.000000,707413215.000000,13243071635.000000,12878490670.000000,51335660945.000000,370806075702.000000,,212500000000.000000,163533533818.000000,354347420202.000000,154042134.000000,-92838929623.000000,637696066531.000000,1008502142233.000000,2125000000.000000
12M 2022,,,97275465732.000000,10000000000.000000,71355940179.000000,71355940179.000000,,71355940179.000000,14257273838.000000,3992893466.000000,10264380372.000000,14257273838.000000,258960002437.000000,54159919479.000000,506008601665.000000,,28886906264.000000,28886906264.000000,,28886906264.000000,372018456839.000000,10837348500.000000,,118068544314.000000,867750000.000000,21280770724.000000,33233420602.000000,585193197243.000000,1091201798908.000000,,,251665233496.000000,64147185295.000000,,32980434986.000000,32980434986.000000,,5424499590.000000,5424499590.000000,,2358989298.000000,21009015743.000000,23368005041.000000,62910286472.000000,,2664028119.000000,6963252859.000000,1175604992.000000,10802885970.000000,52031936142.000000,251665233496.000000,61538366921.000000,,,,,17856929538.000000,,7890427488.000000,12301184128.000000,9084145259.000000,29275756875.000000,14405680508.000000,61538366921.000000,313203600417.000000,,212500000000.000000,119707891073.000000,502683591614.000000,-2982505380.000000,-53910778816.000000,777998198491.000000,1091201798908.000000,2125000000.000000
12M 2023,,,144878371782.000000,,245841298972.000000,48594028414.000000,197247270558.000000,245841298972.000000,10198366335.000000,3964575602.000000,6233790733.000000,10198366335.000000,39572398624.000000,38447602886.000000,478938038599.000000,,19405579779.000000,15997771560.000000,3407808219.000000,19405579779.000000,364406193214.000000,7194744000.000000,,128923294912.000000,867750000.000000,16038886315.000000,56709319797.000000,593545768017.000000,1072483806616.000000,,,259330180979.000000,93027697350.000000,,17357130077.000000,17357130077.000000,,4577409610.000000,4577409610.000000,,24381785582.000000,32332724774.000000,56714510356.000000,53021815138.000000,,2873126787.000000,8511628211.000000,1212188988.000000,12596943986.000000,22034674462.000000,259330180979.000000,27268566211.000000,,,,,3648439461.000000,,5017300701.000000,7494400608.000000,7436787636.000000,19948488945.000000,3671637805.000000,27268566211.000000,286598747190.000000,,212500000000.000000,123172322365.000000,660208531602.000000,6106200394.000000,-216101994935.000000,785885059426.000000,1072483806616.000000,2125000000.000000
12M 2024,,,149472720101.000000,,141396468823.000000,141396468823.000000,,141396468823.000000,29453678646.000000,4584660084.000000,24869018562.000000,29453678646.000000,26585098374.000000,15376065131.000000,362284031075.000000,,7537234112.000000,6974301430.000000,562932682.000000,7537234112.000000,376990873917.000000,7744474000.000000,14752190443.000000,131384174667.000000,867750000.000000,18287103173.000000,88123184040.000000,645686984352.000000,1007971015427.000000,,,132667747141.000000,42355143005.000000,,36928182809.000000,36928182809.000000,,865578280.000000,865578280.000000,,,17790563711.000000,17790563711.000000,15616456332.000000,,5545241696.000000,6899281233.000000,1312800075.000000,13757323004.000000,5354500000.000000,132667747141.000000,37266657487.000000,,,,,,,25011517844.000000,1196807559.000000,6123987561.000000,32332312964.000000,4934344523.000000,37266657487.000000,169934404628.000000,,212500000000.000000,123177672904.000000,686509110714.000000,31733035485.000000,-215883208304.000000,838036610799.000000,1007971015427.000000,2125000000.000000
