Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,152.12,0.00,151.67,,6 B,152 B,114 B,(86 B)
12M 2019,2.38,247.71,2.39,247.35,45 B,3 B,50 B,21 B,44 B
12M 2020,1.51,263.03,1.51,262.67,42 B,9 B,51 B,18 B,177 B
12M 2021,7.13,300.02,7.14,299.66,47 B,6 B,53 B,20 B,239 B
12M 2022,2.61,367.52,2.62,367.11,75 B,11 B,97 B,(1 B),254 B
12M 2023,2.37,366.95,2.37,366.55,118 B,13 B,131 B,(14 B),220 B
12M 2024,2.19,379.44,2.19,379.03,70 B,14 B,84 B,(66 B),230 B
