Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,45.45,0.00,45.45,86 B,149 B,235 B,232 B,(77 B)
12M 2011,0.00,77.37,0.00,77.37,110 B,179 B,289 B,234 B,(16 B)
12M 2012,0.00,132.12,0.00,132.12,151 B,210 B,361 B,329 B,(59 B)
12M 2013,1.26,245.45,1.26,245.45,321 B,538 B,859 B,809 B,(188 B)
12M 2014,1.47,295.62,1.47,295.62,360 B,485 B,845 B,830 B,(249 B)
12M 2015,0.70,339.01,0.70,339.01,341 B,464 B,805 B,783 B,(215 B)
12M 2016,0.93,338.00,0.93,338.00,309 B,349 B,658 B,622 B,(189 B)
12M 2017,0.46,361.31,0.46,361.31,249 B,271 B,520 B,470 B,(132 B)
12M 2018,0.60,415.93,0.60,415.93,253 B,158 B,411 B,344 B,(91 B)
12M 2019,0.61,417.35,0.61,417.35,215 B,124 B,339 B,274 B,(49 B)
12M 2020,0.85,412.46,0.85,412.46,162 B,120 B,283 B,202 B,22 B
12M 2021,0.93,417.86,0.93,417.86,151 B,80 B,231 B,86 B,80 B
12M 2022,0.88,525.97,0.88,525.97,149 B,31 B,179 B,(62 B),164 B
12M 2023,1.07,657.35,1.07,657.35,203 B,522 B,725 B,477 B,189 B
12M 2024,0.72,884.40,0.72,884.40,239 B,"1,138 B","1,377 B","1,080 B",299 B
