Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,572229348351.000000,15434022470.000000,15434022470.000000,,15434022470.000000,2489742623.000000,2360742623.000000,129000000.000000,2489742623.000000,117671457114.000000,99366144094.000000,807190714652.000000,,617939747151.000000,751399547.000000,5000000.000000,36252807514.000000,1894929066666.000000,2549878020878.000000,3357068735530.000000,,,1183463200849.000000,1017009995532.000000,,14360621926.000000,5289836805.000000,19650458731.000000,,24370138822.000000,,24370138822.000000,2691039534.000000,18759187587.000000,,30738000000.000000,5132586060.000000,3655152403.000000,,39525738463.000000,61456642180.000000,1183463200849.000000,1573600749391.000000,,1530986269915.000000,4684579249.000000,2101821572.000000,,1537772670736.000000,5966174469.000000,29861904186.000000,1573600749391.000000,2757063950240.000000,,825000000000.000000,-60567311.000000,-516852143951.000000,,,-516852143951.000000,31162027180.000000,260755469372.000000,600004785290.000000,3357068735530.000000,825000.000000
12M 2019,,,406858214792.000000,10176660650.000000,10176660650.000000,,10176660650.000000,709766719.000000,709766719.000000,,709766719.000000,73043971220.000000,141459791745.000000,632248405126.000000,,675575979658.000000,518189376.000000,,42796960167.000000,1904467575246.000000,2623358704447.000000,3255607109573.000000,,,250921416903.000000,31497922880.000000,,10712284547.000000,476471442.000000,11188755989.000000,,53048299829.000000,,53048299829.000000,3426511072.000000,20490466747.000000,,58427000000.000000,7997601825.000000,5795564536.000000,,72220166361.000000,59049294025.000000,250921416903.000000,1827564784357.000000,,1761177681796.000000,8460420183.000000,8565972656.000000,,1778204074635.000000,8387182600.000000,40973527122.000000,1827564784357.000000,2078486201260.000000,,1885000000000.000000,-21549145012.000000,-677839915667.000000,,,-677839915667.000000,512244371.000000,-9002275379.000000,1177120908313.000000,3255607109573.000000,18850000000.000000
12M 2020,,,200611439139.000000,32675472987.000000,32675472987.000000,,32675472987.000000,1865390260.000000,1865390260.000000,,1865390260.000000,53554982341.000000,271393306861.000000,560100591588.000000,,950537353785.000000,224244503.000000,,37157091372.000000,1853704117193.000000,2841622806853.000000,3401723398441.000000,,,289509974222.000000,34937261207.000000,,11193852140.000000,,11193852140.000000,,31597451109.000000,1141013854.000000,32738464963.000000,3930358832.000000,22715086908.000000,,78984000000.000000,,9830179749.000000,8487970423.000000,97302150172.000000,86692800000.000000,289509974222.000000,1901985461484.000000,,1835263371009.000000,,13443043297.000000,3793477096.000000,1852499891402.000000,8285842984.000000,41199727098.000000,1901985461484.000000,2191495435706.000000,,1885000000000.000000,-21549145012.000000,-651719985134.000000,,,-651719985134.000000,512031688.000000,-2014938807.000000,1210227962735.000000,3401723398441.000000,18850000000.000000
12M 2021,,,367456523185.000000,154862853172.000000,154862853172.000000,,154862853172.000000,2115420665.000000,2114762776.000000,657889.000000,2115420665.000000,73945211110.000000,355523381179.000000,953903389311.000000,,971692187639.000000,143310094.000000,,32199565831.000000,1773969199894.000000,2778004263458.000000,3731907652769.000000,,,418048143349.000000,69941381049.000000,,72833798645.000000,,72833798645.000000,,30241629253.000000,324010000.000000,30565639253.000000,12331383309.000000,21865597787.000000,,120256000000.000000,,14224224888.000000,3724377917.000000,138204602805.000000,72305740501.000000,418048143349.000000,1889047478033.000000,,1824220152468.000000,,14806437482.000000,5108702397.000000,1844135292347.000000,6391015310.000000,38521170376.000000,1889047478033.000000,2307095621382.000000,,1885000000000.000000,-21549145012.000000,-437877994588.000000,,,-437877994588.000000,272001310.000000,-1032830323.000000,1424812031387.000000,3731907652769.000000,18850000000.000000
12M 2022,,,807149997106.000000,63233660124.000000,63233660124.000000,,63233660124.000000,17519179875.000000,17519179875.000000,,17519179875.000000,222781901492.000000,194219489207.000000,1304904227804.000000,,1108936889645.000000,353192241.000000,,15922910291.000000,1710739847206.000000,2835952839383.000000,4140857067187.000000,,,650908995178.000000,211757953063.000000,,71735285886.000000,,71735285886.000000,,14860276831.000000,635701637.000000,15495978468.000000,27320465475.000000,23161192068.000000,,161600000000.000000,,27553410132.000000,19076498508.000000,208229908640.000000,93208211578.000000,650908995178.000000,1803855952559.000000,,1707285498814.000000,,38178294562.000000,12503746116.000000,1757967539492.000000,11492439427.000000,34395973640.000000,1803855952559.000000,2454764947737.000000,,1885000000000.000000,-21549145012.000000,-180195903737.000000,,,-180195903737.000000,292042269.000000,2545125930.000000,1686092119450.000000,4140857067187.000000,18850000000.000000
12M 2023,,,1543774350608.000000,19211818078.000000,19211818078.000000,,19211818078.000000,27460441678.000000,27460441678.000000,,27460441678.000000,132409222491.000000,142539628938.000000,1865395461793.000000,,1041527142683.000000,238650886.000000,,7474761728.000000,1266547746011.000000,2315788301308.000000,4181183763101.000000,,,673506196655.000000,124048000000.000000,,30440726960.000000,,30440726960.000000,,41471659883.000000,1642752112.000000,43114411995.000000,61920074948.000000,19385720275.000000,,199328000000.000000,,33568783056.000000,14954652371.000000,247851435427.000000,146745827050.000000,673506196655.000000,1270556871171.000000,,1180853109824.000000,,36952543957.000000,2215922402.000000,1220021576183.000000,12488727323.000000,38046567665.000000,1270556871171.000000,1944063067826.000000,,1885000000000.000000,-21549145012.000000,369048313279.000000,,369048313279.000000,369048313279.000000,301796266.000000,4319730742.000000,2237120695275.000000,4181183763101.000000,18850000000.000000
12M 2024,,,1161820981781.000000,140059373434.000000,140059373434.000000,,140059373434.000000,3891630701.000000,3891630701.000000,,3891630701.000000,116349328922.000000,201117261140.000000,1623238575978.000000,,1108507928304.000000,139226198.000000,,13119655834.000000,1205319522701.000000,2327086333037.000000,3950324909015.000000,,,581639479501.000000,124025000000.000000,,51264104782.000000,,51264104782.000000,,16090689806.000000,,16090689806.000000,32243198057.000000,20070732218.000000,,211984000000.000000,,29029321129.000000,12974202875.000000,253987524004.000000,83958230634.000000,581639479501.000000,927974863985.000000,,846092402209.000000,,12700008417.000000,4746906886.000000,863539317512.000000,18954730013.000000,45480816460.000000,927974863985.000000,1509614343486.000000,,1885000000000.000000,-21549145012.000000,568895685897.000000,94250000000.000000,474645685897.000000,568895685897.000000,301881188.000000,8062143456.000000,2440710565529.000000,3950324909015.000000,18850000000.000000
