Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2015,0.00,43701754.14,0.00,43701754.14,303 B,828 B,"1,131 B","1,077 B",(229 B)
12M 2016,0.00,2345643.53,0.00,2345643.53,25 B,710 B,735 B,705 B,10 B
12M 2017,17.96,199.38,17.96,199.38,89 B,624 B,714 B,676 B,(26 B)
12M 2018,21.17,198.35,21.17,198.35,135 B,533 B,667 B,644 B,(100 B)
12M 2019,25.57,15.25,25.57,15.25,276 B,235 B,511 B,490 B,(329 B)
12M 2020,3.31,15.12,3.31,15.12,52 B,422 B,474 B,437 B,39 B
12M 2021,3.67,13.63,3.67,13.63,48 B,386 B,433 B,416 B,64 B
12M 2022,3.89,12.86,3.89,12.86,74 B,386 B,460 B,425 B,55 B
12M 2023,0.84,10.68,0.84,10.68,102 B,280 B,382 B,345 B,32 B
12M 2024,1.88,7.99,1.88,7.99,33 B,200 B,233 B,170 B,156 B
