Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,159 B,(37 B),122 B,10143339.35
12M 2016,36 B,(9 B),,92518.33
12M 2017,(31 B),(17 B),(48 B),-12.78
12M 2018,79 B,(13 B),66 B,17.52
12M 2019,87 B,(25 B),62 B,1.66
12M 2020,87 B,(2 B),85 B,2.27
12M 2021,60 B,(6 B),54 B,1.43
12M 2022,27 B,(3 B),,0.64
12M 2023,95 B,(4 B),91 B,2.42
12M 2024,(18 B),(5 B),(23 B),-0.60
