Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Investasi Jangka Pendek,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Obligasi,Obligasi Konversi,Wesel Bayar,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Obligasi Konversi,Utang Obligasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,322427000000.000000,493624000000.000000,2018000000.000000,491606000000.000000,493624000000.000000,53625000000.000000,205000000.000000,53420000000.000000,53625000000.000000,,45495000000.000000,7286000000.000000,922457000000.000000,,122494000000.000000,38692000000.000000,2169885000000.000000,,93097000000.000000,2424168000000.000000,3346625000000.000000,,,1721955000000.000000,584882000000.000000,,75864000000.000000,101676000000.000000,177540000000.000000,,237600000000.000000,292878000000.000000,530478000000.000000,70039000000.000000,20730000000.000000,,20000000000.000000,147829000000.000000,,111123000000.000000,2586000000.000000,16164000000.000000,129873000000.000000,40584000000.000000,1721955000000.000000,668141000000.000000,,433868000000.000000,3650000000.000000,4750000000.000000,442268000000.000000,124291000000.000000,,4974000000.000000,96608000000.000000,668141000000.000000,2390096000000.000000,,252689000000.000000,518854000000.000000,171105000000.000000,502201000000.000000,-488320000000.000000,956529000000.000000,3346625000000.000000,2526890000.000000
12M 2018,,,303801000000.000000,777101000000.000000,6881000000.000000,770220000000.000000,777101000000.000000,84182000000.000000,48803000000.000000,35379000000.000000,84182000000.000000,,55368000000.000000,8120000000.000000,1228572000000.000000,,,55418000000.000000,2656140000000.000000,,231077000000.000000,2942635000000.000000,4171207000000.000000,,,1040038000000.000000,,,13608000000.000000,189787000000.000000,203395000000.000000,,74515000000.000000,335780000000.000000,410295000000.000000,50317000000.000000,31955000000.000000,,,,,264751000000.000000,,10880000000.000000,275631000000.000000,68445000000.000000,1040038000000.000000,761460000000.000000,,600800000000.000000,237000000.000000,3447000000.000000,604484000000.000000,,,,156976000000.000000,761460000000.000000,1801498000000.000000,,297300000000.000000,1831179000000.000000,271636000000.000000,503913000000.000000,-534319000000.000000,2369709000000.000000,4171207000000.000000,2973000000.000000
12M 2019,,,593255000000.000000,926497000000.000000,5926000000.000000,920571000000.000000,926497000000.000000,82678000000.000000,45232000000.000000,37446000000.000000,82678000000.000000,,51215000000.000000,10843000000.000000,1664488000000.000000,,,70904000000.000000,3095543000000.000000,,216852000000.000000,3383299000000.000000,5047787000000.000000,,,1044330000000.000000,46497000000.000000,,1020000000.000000,206704000000.000000,207724000000.000000,,32787000000.000000,327801000000.000000,360588000000.000000,107873000000.000000,46503000000.000000,,,,,183466000000.000000,139000000.000000,9693000000.000000,193298000000.000000,81847000000.000000,1044330000000.000000,1239023000000.000000,,1064456000000.000000,88000000.000000,3316000000.000000,1067860000000.000000,,,,171163000000.000000,1239023000000.000000,2283353000000.000000,,297300000000.000000,1831179000000.000000,484575000000.000000,617225000000.000000,-465845000000.000000,2764434000000.000000,5047787000000.000000,2973000000.000000
12M 2020,,,864577000000.000000,1113254000000.000000,3676000000.000000,1109578000000.000000,1113254000000.000000,61214000000.000000,9650000000.000000,51564000000.000000,61214000000.000000,121157000000.000000,81846000000.000000,10354000000.000000,2252402000000.000000,,,68889000000.000000,3760319000000.000000,,273644000000.000000,4102852000000.000000,6355254000000.000000,,,1479658000000.000000,9050000000.000000,,6428000000.000000,289440000000.000000,295868000000.000000,,26032000000.000000,404460000000.000000,430492000000.000000,295551000000.000000,56451000000.000000,,,,,253951000000.000000,88000000.000000,41939000000.000000,295978000000.000000,96268000000.000000,1479658000000.000000,1493419000000.000000,,848697000000.000000,,6560000000.000000,855257000000.000000,,445194000000.000000,,192968000000.000000,1493419000000.000000,2973077000000.000000,,297800000000.000000,1850679000000.000000,903871000000.000000,830133000000.000000,-500306000000.000000,3382177000000.000000,6355254000000.000000,2978000000.000000
12M 2021,,,1286518000000.000000,970531000000.000000,3238000000.000000,967293000000.000000,970531000000.000000,69181000000.000000,5990000000.000000,63191000000.000000,69181000000.000000,326000000.000000,94640000000.000000,44497000000.000000,2465693000000.000000,,,52422000000.000000,4537603000000.000000,,530441000000.000000,5120466000000.000000,7586159000000.000000,,,1617072000000.000000,29448000000.000000,,9028000000.000000,315326000000.000000,324354000000.000000,,51004000000.000000,493649000000.000000,544653000000.000000,358918000000.000000,49929000000.000000,,,,,159754000000.000000,,40891000000.000000,200645000000.000000,109125000000.000000,1617072000000.000000,1582832000000.000000,,1028001000000.000000,,3150000000.000000,1031151000000.000000,,445640000000.000000,,106041000000.000000,1582832000000.000000,3199904000000.000000,,297800000000.000000,1850679000000.000000,1848048000000.000000,1117155000000.000000,-727427000000.000000,4386255000000.000000,7586159000000.000000,14890000000.000000
12M 2022,,,774947000000.000000,798271000000.000000,1950000000.000000,796321000000.000000,798271000000.000000,64664000000.000000,7798000000.000000,56866000000.000000,64664000000.000000,441000000.000000,100029000000.000000,52310000000.000000,1790662000000.000000,,,67701000000.000000,5109549000000.000000,,623573000000.000000,5800823000000.000000,7591485000000.000000,,,1710040000000.000000,,,3700000000.000000,278030000000.000000,281730000000.000000,,55369000000.000000,477574000000.000000,532943000000.000000,152225000000.000000,43518000000.000000,425164000000.000000,,,,147832000000.000000,,13445000000.000000,161277000000.000000,113183000000.000000,1710040000000.000000,1195972000000.000000,,1040191000000.000000,,1971000000.000000,1042162000000.000000,,120663000000.000000,,33147000000.000000,1195972000000.000000,2906012000000.000000,,299121000000.000000,1923657000000.000000,2108896000000.000000,1244649000000.000000,-890850000000.000000,4685473000000.000000,7591485000000.000000,14956054669.000000
12M 2023,,,855212000000.000000,856414000000.000000,2081000000.000000,854333000000.000000,856414000000.000000,77823000000.000000,8981000000.000000,68842000000.000000,77823000000.000000,431000000.000000,117430000000.000000,42786000000.000000,1950096000000.000000,,,77525000000.000000,5873984000000.000000,,901046000000.000000,6852555000000.000000,8802651000000.000000,,,1552829000000.000000,48223000000.000000,,2458000000.000000,353292000000.000000,355750000000.000000,,53440000000.000000,514695000000.000000,568135000000.000000,193851000000.000000,42685000000.000000,,,,,207005000000.000000,,14055000000.000000,221060000000.000000,123125000000.000000,1552829000000.000000,2051496000000.000000,,1880089000000.000000,,1883000000.000000,1881972000000.000000,,120753000000.000000,,48771000000.000000,2051496000000.000000,3604325000000.000000,,300697000000.000000,2028618000000.000000,2451955000000.000000,1329208000000.000000,-912152000000.000000,5198326000000.000000,8802651000000.000000,15034831430.000000
12M 2024,,,643168000000.000000,1163900000000.000000,1634000000.000000,1162266000000.000000,1163900000000.000000,52590000000.000000,10341000000.000000,42249000000.000000,52590000000.000000,68000000.000000,138001000000.000000,50719000000.000000,2048446000000.000000,,,96990000000.000000,7548677000000.000000,21790000000.000000,861777000000.000000,8529234000000.000000,10577680000000.000000,,,1819893000000.000000,78967000000.000000,,2880000000.000000,430102000000.000000,432982000000.000000,,49614000000.000000,565292000000.000000,614906000000.000000,161422000000.000000,38360000000.000000,57949000000.000000,,,,266977000000.000000,,17576000000.000000,284553000000.000000,150754000000.000000,1819893000000.000000,2891568000000.000000,,2756844000000.000000,,10680000000.000000,2767524000000.000000,,62900000000.000000,,61144000000.000000,2891568000000.000000,4711461000000.000000,,307319000000.000000,2241470000000.000000,2872446000000.000000,1414242000000.000000,-969258000000.000000,5866219000000.000000,10577680000000.000000,15365950000.000000
