Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,2678197000000.0,-1509335000000.0,1168862000000.0,-783298000000.0,-791193000000.0,7895000000.0,-783298000000.0,385564000000.0,-106557000000.0,-115330000000.0,8773000000.0,-106557000000.0,279007000000.0,-105372000000.0,-108595000000.0,3223000000.0,-105372000000.0,173635000000.0,25195000000.0,198830000000.0,-24835000000.0,173995000000.0,198830000000.0,97549000000.0,101281000000.0,198830000000.0,173995000000.0,79201000000.0,94794000000.0,173995000000.0
12M 2018,3058091000000.000000,-1704483000000.000000,1353608000000.000000,-967634000000.000000,-1003588000000.000000,35954000000.000000,-967634000000.000000,385974000000.000000,-110436000000.000000,-130687000000.000000,20251000000.000000,-110436000000.000000,275538000000.000000,-84514000000.000000,-96174000000.000000,11660000000.000000,-84514000000.000000,191024000000.000000,,191024000000.000000,-27763000000.000000,163261000000.000000,191024000000.000000,124374000000.000000,66650000000.000000,191024000000.000000,163261000000.000000,100530000000.000000,62731000000.000000,163261000000.000000
12M 2019,3630940000000.000000,-2004685000000.000000,1626255000000.000000,-1042922000000.000000,-1074068000000.000000,31146000000.000000,-1042922000000.000000,583333000000.000000,-77857000000.000000,-108877000000.000000,31020000000.000000,-77857000000.000000,505476000000.000000,-161556000000.000000,-172963000000.000000,11407000000.000000,-161556000000.000000,343920000000.000000,,343920000000.000000,-12448000000.000000,331472000000.000000,343920000000.000000,255367000000.000000,88553000000.000000,343920000000.000000,331472000000.000000,245642000000.000000,85830000000.000000,331472000000.000000
12M 2020,4416042000000.000000,-2281499000000.000000,2134543000000.000000,-1092607000000.000000,-1164346000000.000000,71739000000.000000,-1092607000000.000000,1041936000000.000000,-95926000000.000000,-128807000000.000000,32881000000.000000,-95926000000.000000,946010000000.000000,-300372000000.000000,-292263000000.000000,-8109000000.000000,-300372000000.000000,645638000000.000000,,645638000000.000000,-21608000000.000000,624030000000.000000,645638000000.000000,473222000000.000000,172416000000.000000,645638000000.000000,624030000000.000000,455693000000.000000,168337000000.000000,624030000000.000000
12M 2021,5820123000000.000000,-2924631000000.000000,2895492000000.000000,-1117326000000.000000,-1257959000000.000000,140633000000.000000,-1117326000000.000000,1778166000000.000000,-119964000000.000000,-143196000000.000000,23232000000.000000,-119964000000.000000,1658202000000.000000,-358428000000.000000,-346837000000.000000,-11591000000.000000,-358428000000.000000,1299774000000.000000,,1299774000000.000000,17288000000.000000,1317062000000.000000,1299774000000.000000,1003126000000.000000,296648000000.000000,1299774000000.000000,1317062000000.000000,1017694000000.000000,299368000000.000000,1317062000000.000000
12M 2022,4901810000000.000000,-3193422000000.000000,1708388000000.000000,-1121015000000.000000,-1192032000000.000000,71017000000.000000,-1121015000000.000000,587373000000.000000,-107285000000.000000,-139833000000.000000,32548000000.000000,-107285000000.000000,480088000000.000000,-101315000000.000000,-132914000000.000000,31599000000.000000,-101315000000.000000,378773000000.000000,,378773000000.000000,11525000000.000000,390298000000.000000,378773000000.000000,298596000000.000000,80177000000.000000,378773000000.000000,390298000000.000000,308796000000.000000,81502000000.000000,390298000000.000000
12M 2023,5784086000000.000000,-3709051000000.000000,2075035000000.000000,-1257060000000.000000,-1294336000000.000000,37276000000.000000,-1257060000000.000000,817975000000.000000,-107582000000.000000,-139560000000.000000,31978000000.000000,-107582000000.000000,710393000000.000000,-151109000000.000000,-163470000000.000000,12361000000.000000,-151109000000.000000,559284000000.000000,,559284000000.000000,8995000000.000000,568279000000.000000,559284000000.000000,437346000000.000000,121938000000.000000,559284000000.000000,568279000000.000000,444501000000.000000,123778000000.000000,568279000000.000000
12M 2024,6717179000000.000000,-4281079000000.000000,2436100000000.000000,-1377881000000.000000,-1399367000000.000000,21486000000.000000,-1377881000000.000000,1058219000000.000000,-151070000000.000000,-179099000000.000000,28029000000.000000,-151070000000.000000,907149000000.000000,-218020000000.000000,-241399000000.000000,23379000000.000000,-218020000000.000000,689129000000.000000,,689129000000.000000,13886000000.000000,703015000000.000000,689129000000.000000,535942000000.000000,153187000000.000000,689129000000.000000,703015000000.000000,547056000000.000000,155959000000.000000,703015000000.000000
