Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,179.80,0.00,179.80,866 B,562 B,"1,428 B","1,106 B",(799 B)
12M 2018,4.08,627.58,4.08,627.58,265 B,601 B,866 B,562 B,189 B
12M 2019,4.96,722.24,4.96,722.24,230 B,"1,065 B","1,295 B",701 B,620 B
12M 2020,4.12,856.97,4.12,856.97,263 B,"1,294 B","1,557 B",692 B,773 B
12M 2021,4.87,219.55,4.87,219.55,189 B,"1,474 B","1,663 B",376 B,849 B
12M 2022,6.74,230.06,6.74,230.06,573 B,"1,161 B","1,734 B",959 B,81 B
12M 2023,5.79,257.34,5.79,257.34,255 B,"2,001 B","2,256 B","1,401 B",397 B
12M 2024,5.63,289.73,5.63,289.73,404 B,"2,820 B","3,224 B","2,580 B",229 B
