Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari:,Penerimaan Premi Dan Klaim Reasuransi,Pencairan Deposito,"Penerimaan Dari Cicilan Sewa Pembiayaan, Pembiayaan Konsumen Dan Anjak Piutang",Penjualan Reksa Dana,Aktivitas Modal Ventura,Aktivitas Operasi Lainnya,"Penerimaan Jasa Manajemen Investasi, Jasa Administrasi, Penjamin Emisi Efek Dan Administrasi Efek",Penjualan Obligasi,Aktivitas Investasi Lainnya,Bunga Deposito,Bunga Obligasi,Bunga Dari Perbankan,Aktivitas Operasional Perbankan,Pembagian Hasil Reksadana,Penjualan Saham,Lain-Lain,Total Penerimaan Kas Dari:,Pengeluaran Kas Untuk:,Pembayaran Premi Reasuransi Dan Klaim,Penempatan Deposito,Pengeluaran Untuk Aktivitas Operasional Perbankan,"Pengeluaran Untuk Kontrak Baru Sewa Pembiayaan, Pembiayaan Konsumen Dan Anjak Piutang",Beban Umum Dan Administrasi,Pembelian Reksa Dana,Aktivitas Modal Ventura,Penempatan Investasi Lainnya,Bunga Pinjaman,Aktivitas Operasi Lainnya,Pajak Penghasilan,Penempatan Obligasi,"Pengeluaran Jasa Manajemen Investasi, Jasa Administrasi Penjamin Emisi Efek Dan Administrasi Efek",Pembelian Saham,Lain-Lain,Total Pengeluaran Kas Untuk:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penjualan Aset Tetap,Kas Dan Setara Kas Dari Akuisisi Entitas Anak,Perolehan Aset Tetap,Uang Muka Investasi Pada Entitas Asosiasi,Penerimaan Dividen Kas,Pembelian Penyertaan Saham,Penjualan Penyertaan Saham,Penjualan Aset Tarikan,Penambahan Properti Investasi,Penjualan Properti Investasi,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank,Pembayaran Utang Bank,Penerimaan Dari Penerbitan Wesel Bayar Jangka Menengah,Pembayaran Wesel Bayar Jangka Menengah,Penerimaan Utang Lainnya,Pembayaran Utang Lainnya,Penerbitan Modal Saham,Pembayaran Liabilitas Sewa,Penawaran Umum Terbatas,Pembayaran Dividen Kas,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,49014354000.000000,,1866776942000.000000,1567364203000.000000,993204914000.000000,296478842000.000000,214548197000.000000,,50453122000.000000,45690614000.000000,,26769505000.000000,16993057000.000000,,,5961296000.000000,2977137000.000000,25127936000.000000,5112345765000.000000,,-1596194440000.000000,-1522198724000.000000,,-692959612000.000000,-327049624000.000000,-465508499000.000000,-306088828000.000000,,-55960645000.000000,,-60616412000.000000,-14898786000.000000,,-5235612000.000000,-16620229000.000000,-5063331411000.000000,49014354000.000000,-294387153000.000000,4432137000.000000,,-19149860000.000000,,224950000.000000,-271027380000.000000,,,-8867000000.000000,,-294387153000.000000,255384061000.000000,183521726000.000000,-249596464000.000000,263095000000.000000,-182881625000.000000,,,245122585000.000000,,,-3877161000.000000,255384061000.000000,10011262000.000000,207060036000.000000,-2094215000.000000,214977083000.000000
12M 2017,11053526000.000000,,1720804006000.000000,1489828002000.000000,760312718000.000000,283376748000.000000,152047873000.000000,,41669427000.000000,51486445000.000000,,22479592000.000000,18163875000.000000,,,4756579000.000000,3919842000.000000,21031853000.000000,4569876960000.000000,,-1479458681000.000000,-1458967328000.000000,,-666878240000.000000,-333780351000.000000,-391199411000.000000,-80856808000.000000,,-55626691000.000000,,-60377203000.000000,-16018000000.000000,,,-15660721000.000000,-4558823434000.000000,11053526000.000000,-43711016000.000000,9760520000.000000,,-20604692000.000000,,203121000.000000,-150000000.000000,13500000.000000,,-32933465000.000000,,-43711016000.000000,-2084131000.000000,206717022000.000000,-209068139000.000000,197000000000.000000,-193200000000.000000,,,,,,-3533014000.000000,-2084131000.000000,-34741621000.000000,214977083000.000000,-107827000.000000,180127635000.000000
12M 2018,-271199311000.000000,,1768120049000.000000,1357015666000.000000,726867671000.000000,336587355000.000000,145676736000.000000,,20266275000.000000,27000000000.000000,,19496270000.000000,14448815000.000000,,,6934816000.000000,475054000.000000,18521804000.000000,4441410511000.000000,,-1441314675000.000000,-1684446870000.000000,,-693012969000.000000,-438090788000.000000,-191520791000.000000,-113701120000.000000,,-34319475000.000000,,-63936299000.000000,-985000000.000000,,-193420000.000000,-51088415000.000000,-4712609822000.000000,-271199311000.000000,-11958331000.000000,1641518000.000000,,-16400879000.000000,,2801030000.000000,,,,,,-11958331000.000000,240301454000.000000,349257531000.000000,-337175806000.000000,299000000000.000000,-67247257000.000000,,,,,,-3533014000.000000,240301454000.000000,-42856188000.000000,180127635000.000000,2598315000.000000,139869762000.000000
12M 2019,25477000000.000000,,1929520000000.000000,1614768000000.000000,531002000000.000000,329895000000.000000,163063000000.000000,,24397000000.000000,39419000000.000000,,25654000000.000000,14008000000.000000,,,2195000000.000000,3474000000.000000,3407000000.000000,4680802000000.000000,,-1555926000000.000000,-1483222000000.000000,,-311736000000.000000,-512379000000.000000,-485691000000.000000,-165855000000.000000,,-52312000000.000000,,-37151000000.000000,-5000000000.000000,,-13744000000.000000,-32309000000.000000,-4655325000000.000000,25477000000.000000,-4025000000.000000,10466000000.000000,,-19493000000.000000,,162000000.000000,,,,-185000000.000000,5025000000.000000,-4025000000.000000,-29229000000.000000,219444000000.000000,-245522000000.000000,277300000000.000000,-281713000000.000000,5000000000.000000,,,,,-3738000000.000000,-29229000000.000000,-7777000000.000000,242926000000.000000,-1910000000.000000,233239000000.000000
12M 2020,25838000000.000000,,1873172000000.000000,1761506000000.000000,620970000000.000000,618627000000.000000,147110000000.000000,,28234000000.000000,25969000000.000000,,21974000000.000000,43792000000.000000,,,18212000000.000000,91000000.000000,4292000000.000000,5163949000000.000000,,-1726114000000.000000,-1799574000000.000000,,-379507000000.000000,-433754000000.000000,-556143000000.000000,-86587000000.000000,-12407000000.000000,-57916000000.000000,-24824000000.000000,-32239000000.000000,-29046000000.000000,,,,-5138111000000.000000,25838000000.000000,782000000.000000,9106000000.000000,,-9326000000.000000,,548000000.000000,,,,-9320000000.000000,9774000000.000000,782000000.000000,-64957000000.000000,340900000000.000000,-405890000000.000000,76400000000.000000,-56275000000.000000,,-5000000000.000000,,-11098000000.000000,,-3994000000.000000,-64957000000.000000,-38337000000.000000,233239000000.000000,-852000000.000000,194050000000.000000
12M 2021,117419000000.000000,,2049340000000.000000,1166904000000.000000,443240000000.000000,835328000000.000000,200108000000.000000,,38871000000.000000,120820000000.000000,,16686000000.000000,31821000000.000000,,,46991000000.000000,2001000000.000000,3729000000.000000,4955839000000.000000,,-1787873000000.000000,-1242864000000.000000,,-137256000000.000000,-400232000000.000000,-858501000000.000000,-89548000000.000000,-249000000.000000,-49564000000.000000,-21918000000.000000,-18963000000.000000,-231452000000.000000,,,,-4838420000000.000000,117419000000.000000,-999556000000.000000,27939000000.000000,,-13920000000.000000,-1000000000000.000000,4787000000.000000,,,,-21652000000.000000,3290000000.000000,-999556000000.000000,995147000000.000000,101500000000.000000,-150636000000.000000,15900000000.000000,-68600000000.000000,,,1113278000000.000000,-10328000000.000000,,-5967000000.000000,995147000000.000000,113010000000.000000,194050000000.000000,-534000000.000000,306526000000.000000
12M 2022,195651000000.000000,,2099577000000.000000,1644973000000.000000,385495000000.000000,995746000000.000000,149656000000.000000,,63679000000.000000,245592000000.000000,,22536000000.000000,128257000000.000000,253393000000.000000,,21145000000.000000,30880000000.000000,10311000000.000000,6051240000000.000000,,-1824569000000.000000,-1796002000000.000000,,-193034000000.000000,-450388000000.000000,-932772000000.000000,-80564000000.000000,-40337000000.000000,-134106000000.000000,-4956000000.000000,-33566000000.000000,-306318000000.000000,,-58977000000.000000,,-5855589000000.000000,195651000000.000000,-10419000000.000000,3111000000.000000,,-16517000000.000000,,2987000000.000000,,,,,,-10419000000.000000,-252370000000.000000,126000000000.000000,-163939000000.000000,,-204100000000.000000,,,,-10331000000.000000,,,-252370000000.000000,-67138000000.000000,306526000000.000000,479000000.000000,239867000000.000000
12M 2023,4657000000.000000,,2134382000000.000000,2349189000000.000000,257117000000.000000,432055000000.000000,96194000000.000000,,33153000000.000000,342980000000.000000,,28805000000.000000,47904000000.000000,,,12201000000.000000,23450000000.000000,13205000000.000000,5770635000000.000000,,-1912638000000.000000,-2278690000000.000000,,-97543000000.000000,-392013000000.000000,-430541000000.000000,-58124000000.000000,-7365000000.000000,-32121000000.000000,-19482000000.000000,-22797000000.000000,-495660000000.000000,,-19004000000.000000,,-5765978000000.000000,4657000000.000000,3474000000.000000,19939000000.000000,,-33341000000.000000,,16106000000.000000,,,,-7706000000.000000,8476000000.000000,3474000000.000000,-22811000000.000000,128500000000.000000,-96501000000.000000,,-43900000000.000000,,,,-7530000000.000000,,-3380000000.000000,-22811000000.000000,-14680000000.000000,239868000000.000000,-905000000.000000,224283000000.000000
12M 2024,77538000000.000000,,2159630000000.000000,1807495000000.000000,236708000000.000000,129293000000.000000,206699000000.000000,,43308000000.000000,374372000000.000000,,31950000000.000000,53468000000.000000,,,7193000000.000000,8855000000.000000,15870000000.000000,5074841000000.000000,,-1979770000000.000000,-1626779000000.000000,,-98737000000.000000,-432412000000.000000,-298508000000.000000,-172378000000.000000,-20000000000.000000,-37042000000.000000,-16464000000.000000,-15157000000.000000,-283928000000.000000,,-16128000000.000000,,-4997303000000.000000,77538000000.000000,4538000000.000000,3768000000.000000,,-20634000000.000000,,14030000000.000000,,,,,7374000000.000000,4538000000.000000,-33608000000.000000,68750000000.000000,-90469000000.000000,,,,,,-7792000000.000000,,-4097000000.000000,-33608000000.000000,48468000000.000000,224283000000.000000,1130000000.000000,273881000000.000000
