Period,Total Pendapatan,Pendapatan Underwriting,Pendapatan Sewa Pembiayaan,Pendapatan Pembiayaan Konsumen,Provisi Dan Komisi Kredit,Jasa Kegiatan Manager Investasi,Hasil Investasi,Others,Total Pendapatan,Total Beban Usaha,Beban Underwriting,Beban Umum Dan Administrasi,Beban Bunga,Pembentukan Cadangan Kerugian Penurunan Nilai,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Bagian Atas Hasil Bersih Entitas Asosiasi,Laba (Rugi) Atas Penjualan Aset Tetap,Laba (Rugi) Selisih Kurs,Penerimaan Kembali Aset Yang Telah Dihapusbukukan,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1185900579000.000000,801106288000.000000,82247714000.000000,50875713000.000000,22820055000.000000,1712057000.000000,195321411000.000000,31817341000.000000,1185900579000.000000,-1148334661000.000000,-698470888000.000000,-378786021000.000000,-63129518000.000000,-1148529000.000000,-6799705000.000000,-1148334661000.000000,37565918000.000000,90420357000.000000,11703030000.000000,19688132000.000000,,,,59029195000.000000,90420357000.000000,127986275000.000000,-25655705000.000000,102330570000.000000,25562460000.000000,127893030000.000000,102330570000.000000,90631110000.000000,11699460000.000000,102330570000.000000,127893030000.000000,116069341000.000000,11823689000.000000,127893030000.000000
12M 2017,1203066947000.000000,787953244000.000000,85311477000.000000,38694272000.000000,30830578000.000000,2948980000.000000,218928656000.000000,38399740000.000000,1203066947000.000000,-1158966429000.000000,-699808463000.000000,-381224021000.000000,-57797788000.000000,-8486570000.000000,-11649587000.000000,-1158966429000.000000,44100518000.000000,71161331000.000000,15270404000.000000,6086672000.000000,,8906825000.000000,,40897430000.000000,71161331000.000000,115261849000.000000,-28671238000.000000,86590611000.000000,11933704000.000000,98524315000.000000,86590611000.000000,73512073000.000000,13078538000.000000,86590611000.000000,98524315000.000000,85500788000.000000,13023527000.000000,98524315000.000000
12M 2018,1163532497000.000000,922466244000.000000,99818516000.000000,54064305000.000000,34835513000.000000,892621000.000000,12476383000.000000,38978915000.000000,1163532497000.000000,-1120451980000.000000,-598585533000.000000,-459789075000.000000,-49499911000.000000,-184601000.000000,-12392860000.000000,-1120451980000.000000,43080517000.000000,57690118000.000000,1672160000.000000,1392884000.000000,,,,54625074000.000000,57690118000.000000,100770635000.000000,-30493051000.000000,70277584000.000000,11079962000.000000,81357546000.000000,70277584000.000000,58726434000.000000,11551150000.000000,70277584000.000000,81357546000.000000,69033042000.000000,12324504000.000000,81357546000.000000
12M 2019,1311491000000.000000,938957000000.000000,99119000000.000000,52639000000.000000,35678000000.000000,462000000.000000,139949000000.000000,44687000000.000000,1311491000000.000000,-1266414000000.000000,-675259000000.000000,-455200000000.000000,-52447000000.000000,-26599000000.000000,-56909000000.000000,-1266414000000.000000,45077000000.000000,1371604000000.000000,3536000000.000000,4934000000.000000,-13610000000.000000,,1349922000000.000000,26822000000.000000,1371604000000.000000,1416681000000.000000,-18418000000.000000,1398263000000.000000,9940000000.000000,1408203000000.000000,48341000000.000000,39440000000.000000,8901000000.000000,48341000000.000000,58281000000.000000,50469000000.000000,7812000000.000000,58281000000.000000
12M 2020,1109226000000.000000,822974000000.000000,60645000000.000000,44037000000.000000,30739000000.000000,116000000.000000,101361000000.000000,49354000000.000000,1109226000000.000000,-1094120000000.000000,-575487000000.000000,-417076000000.000000,-58284000000.000000,19737000000.000000,-63010000000.000000,-1094120000000.000000,15106000000.000000,42704000000.000000,955000000.000000,,,,,41749000000.000000,42704000000.000000,57810000000.000000,-30923000000.000000,26887000000.000000,18870000000.000000,45757000000.000000,26887000000.000000,18462000000.000000,8425000000.000000,26887000000.000000,45757000000.000000,34895000000.000000,10862000000.000000,45757000000.000000
12M 2021,1299011000000.000000,1009793000000.000000,56783000000.000000,58055000000.000000,36510000000.000000,1131000000.000000,92790000000.000000,43949000000.000000,1299011000000.000000,-1319749000000.000000,-809843000000.000000,-388551000000.000000,-49865000000.000000,-9145000000.000000,-62345000000.000000,-1319749000000.000000,-20738000000.000000,52022000000.000000,3245000000.000000,,,,,48777000000.000000,52022000000.000000,31284000000.000000,-19400000000.000000,11884000000.000000,-8090000000.000000,3794000000.000000,11884000000.000000,6168000000.000000,5716000000.000000,11884000000.000000,3794000000.000000,-2852000000.000000,6646000000.000000,3794000000.000000
12M 2022,1619409000000.000000,976212000000.000000,54135000000.000000,50053000000.000000,63448000000.000000,319000000.000000,180519000000.000000,294723000000.000000,1619409000000.000000,-1578841000000.000000,-738440000000.000000,-542063000000.000000,-134106000000.000000,-105112000000.000000,-59120000000.000000,-1578841000000.000000,40568000000.000000,38799000000.000000,918000000.000000,,,,,37881000000.000000,38799000000.000000,79367000000.000000,-33947000000.000000,45420000000.000000,-30799000000.000000,14621000000.000000,45420000000.000000,18175000000.000000,27245000000.000000,45420000000.000000,14621000000.000000,-5107000000.000000,19728000000.000000,14621000000.000000
12M 2023,1230832000000.000000,904199000000.000000,15612000000.000000,48086000000.000000,35298000000.000000,326000000.000000,194819000000.000000,32492000000.000000,1230832000000.000000,-1268896000000.000000,-727836000000.000000,-430816000000.000000,-29736000000.000000,-9802000000.000000,-70706000000.000000,-1268896000000.000000,-38064000000.000000,,,,,,,,,-38064000000.000000,-18106000000.000000,-56170000000.000000,6419000000.000000,-49751000000.000000,-56170000000.000000,-59139000000.000000,2969000000.000000,-56170000000.000000,-49751000000.000000,-52802000000.000000,3051000000.000000,-49751000000.000000
12M 2024,1245577000000.000000,923789000000.000000,7174000000.000000,45104000000.000000,43865000000.000000,318000000.000000,179023000000.000000,46304000000.000000,1245577000000.000000,-1198380000000.000000,-611457000000.000000,-467248000000.000000,-53393000000.000000,-36054000000.000000,-30228000000.000000,-1198380000000.000000,47197000000.000000,,,,,,,,,47197000000.000000,-16799000000.000000,30398000000.000000,-18535000000.000000,11863000000.000000,30398000000.000000,22573000000.000000,7825000000.000000,30398000000.000000,11863000000.000000,7690000000.000000,4173000000.000000,11863000000.000000
