Period,Aset,Kas Dan Setara Kas,Pihak Berelasi,Pihak Ketiga,Total Kas Dan Setara Kas,Investasi Jangka Pendek,Pihak Berelasi,Pihak Ketiga,Total Investasi Jangka Pendek,Pinjaman Yang Diberikan,Pihak Berelasi,Pihak Ketiga,Total Pinjaman Yang Diberikan,Piutang Premi,Pihak Berelasi,Pihak Ketiga,Total Piutang Premi,Aset Reasuransi,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Pembiayaan Konsumen,Aset Tetap,Goodwill,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Usaha,Simpanan Nasabah,Pihak Berelasi,Pihak Ketiga,Total Simpanan Nasabah,Utang Reasuransi,Medium Term Notes,Utang Bank,Pihak Berelasi,Pihak Ketiga,Total Utang Bank,Beban Akrual,Utang Pajak,Liabilitas Manfaat Polis Masa Depan,Pihak Berelasi,Pihak Ketiga,Total Liabilitas Manfaat Polis Masa Depan,Premi Yang Belum Merupakan Pendapatan,Pihak Berelasi,Pihak Ketiga,Total Premi Yang Belum Merupakan Pendapatan,Liabilitas Pajak Tangguhan,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,10508845000.000000,204468238000.000000,214977083000.000000,,6468482000.000000,1637869578000.000000,1644338060000.000000,,,,,,993481000.000000,236625528000.000000,237619009000.000000,494482364000.000000,,60815000.000000,39568614000.000000,39629429000.000000,217883745000.000000,103583586000.000000,,162055278000.000000,5500290000.000000,1234945879000.000000,4355014723000.000000,,,8540788000.000000,,,,,194903390000.000000,190900000000.000000,235596631000.000000,1769219000.000000,233827412000.000000,235596631000.000000,3651625000.000000,11867965000.000000,643526540000.000000,29106244000.000000,614420296000.000000,643526540000.000000,1591960362000.000000,5532248000.000000,1586428114000.000000,1591960362000.000000,679833000.000000,159671130000.000000,3041298264000.000000,,1889782763000.000000,250428445000.000000,-1059703489000.000000,,,-1059703489000.000000,94658579000.000000,138550161000.000000,1313716459000.000000,4355014723000.000000,7454723337.000000
12M 2017,,,15897505000.000000,164230130000.000000,180127635000.000000,,9509861000.000000,1844356877000.000000,1853866738000.000000,,,,,,149495000.000000,272701145000.000000,272850640000.000000,522017728000.000000,,60505000.000000,41396578000.000000,41457083000.000000,235890416000.000000,104184332000.000000,,227446246000.000000,8246139000.000000,1217688220000.000000,4663775177000.000000,,,23394577000.000000,,,,,189022264000.000000,194700000000.000000,228984839000.000000,9422134000.000000,219562705000.000000,228984839000.000000,6130911000.000000,15021246000.000000,727910263000.000000,29185271000.000000,698724992000.000000,727910263000.000000,1681996733000.000000,7487743000.000000,1674508990000.000000,1681996733000.000000,462384000.000000,187856469000.000000,3255479686000.000000,,1889782763000.000000,250428445000.000000,-986191411000.000000,,,-986191411000.000000,103736818000.000000,150538876000.000000,1408295491000.000000,4663775177000.000000,7454723337.000000
12M 2018,,,54645152000.000000,85224610000.000000,139869762000.000000,,18703997000.000000,1795690596000.000000,1814394593000.000000,,,,,,219846000.000000,241807079000.000000,242026925000.000000,532501651000.000000,,66685000.000000,32486926000.000000,32553611000.000000,307757431000.000000,105310791000.000000,,246501124000.000000,4890419000.000000,1340530943000.000000,4766337250000.000000,,,13357566000.000000,,,,,119709370000.000000,284987500000.000000,238622446000.000000,48629490000.000000,189992956000.000000,238622446000.000000,16176516000.000000,11950858000.000000,786428592000.000000,31197441000.000000,755231151000.000000,786428592000.000000,1648429999000.000000,6582215000.000000,1641847784000.000000,1648429999000.000000,819376000.000000,160163521000.000000,3280645744000.000000,,1889782763000.000000,250428445000.000000,12696975000.000000,,,12696975000.000000,112099791000.000000,-779316468000.000000,1485691506000.000000,4766337250000.000000,7454723337.000000
12M 2019,,,39580000000.000000,193659000000.000000,233239000000.000000,,11104000000.000000,1810741000000.000000,1821845000000.000000,,,,,,69000000.000000,264335000000.000000,264404000000.000000,545998000000.000000,,28000000.000000,35551000000.000000,35579000000.000000,265165000000.000000,136622000000.000000,,215362000000.000000,13256000000.000000,1407352000000.000000,4938822000000.000000,,,640000000.000000,,,,,200482000000.000000,280575000000.000000,212680000000.000000,52303000000.000000,160377000000.000000,212680000000.000000,12068000000.000000,11105000000.000000,816274000000.000000,29798000000.000000,786476000000.000000,816274000000.000000,1683363000000.000000,494000000.000000,1682869000000.000000,1683363000000.000000,573000000.000000,181494000000.000000,3399254000000.000000,,1889783000000.000000,250428000000.000000,23726000000.000000,,,23726000000.000000,115507000000.000000,-739876000000.000000,1539568000000.000000,4938822000000.000000,7454723337.000000
12M 2020,,,42030000000.000000,151782000000.000000,193812000000.000000,,49605000000.000000,1752722000000.000000,1802327000000.000000,,,,,,124000000.000000,190179000000.000000,190303000000.000000,354368000000.000000,,28000000.000000,6152000000.000000,6180000000.000000,276357000000.000000,126019000000.000000,,225587000000.000000,2026000000.000000,1283828000000.000000,4460807000000.000000,,,3165000000.000000,,,,,89287000000.000000,300700000000.000000,148058000000.000000,33785000000.000000,114273000000.000000,148058000000.000000,15149000000.000000,9707000000.000000,848489000000.000000,28955000000.000000,819534000000.000000,848489000000.000000,1366484000000.000000,547000000.000000,1365937000000.000000,1366484000000.000000,1329000000.000000,196492000000.000000,2978860000000.000000,,1889783000000.000000,250428000000.000000,-960380000000.000000,,,-960380000000.000000,119799000000.000000,182317000000.000000,1481947000000.000000,4460807000000.000000,7454723337.000000
12M 2021,,,152701000000.000000,153319000000.000000,306020000000.000000,,49495000000.000000,1910397000000.000000,1959892000000.000000,,,,,,35000000.000000,203806000000.000000,203841000000.000000,346700000000.000000,,29000000.000000,4445000000.000000,4474000000.000000,247411000000.000000,115627000000.000000,,254810000000.000000,818000000.000000,2103717000000.000000,5543310000000.000000,,,1777000000.000000,,,,,99695000000.000000,248000000000.000000,88213000000.000000,29376000000.000000,58837000000.000000,88213000000.000000,17640000000.000000,8780000000.000000,1005298000000.000000,,1005298000000.000000,1005298000000.000000,1267370000000.000000,,1267370000000.000000,1267370000000.000000,2650000000.000000,214413000000.000000,2953836000000.000000,,2567350000000.000000,686139000000.000000,-954212000000.000000,,,-954212000000.000000,117665000000.000000,172532000000.000000,2589474000000.000000,5543310000000.000000,14230399705.000000
12M 2022,,,74107000000.000000,165312000000.000000,239419000000.000000,,2205000000.000000,2127582000000.000000,2129787000000.000000,,,,,,126000000.000000,259406000000.000000,259532000000.000000,358439000000.000000,,30000000.000000,3709000000.000000,3739000000.000000,207568000000.000000,105227000000.000000,,257175000000.000000,707000000.000000,2074848000000.000000,5636441000000.000000,,,1726000000.000000,,,,,132780000000.000000,43900000000.000000,50274000000.000000,37436000000.000000,12838000000.000000,50274000000.000000,9992000000.000000,8794000000.000000,1102190000000.000000,,1102190000000.000000,1102190000000.000000,1233829000000.000000,,1233829000000.000000,1233829000000.000000,4269000000.000000,464024000000.000000,3051778000000.000000,,2567350000000.000000,686139000000.000000,-936037000000.000000,,,-936037000000.000000,117961000000.000000,149250000000.000000,2584663000000.000000,5636441000000.000000,14230399705.000000
12M 2023,,,33251000000.000000,190863000000.000000,224114000000.000000,,599000000.000000,2273982000000.000000,2274581000000.000000,,,,,,321000000.000000,216217000000.000000,216538000000.000000,404171000000.000000,,30000000.000000,5562000000.000000,5592000000.000000,223704000000.000000,121775000000.000000,,259227000000.000000,790000000.000000,2031676000000.000000,5762168000000.000000,,,1743000000.000000,,,,,131492000000.000000,,82212000000.000000,28268000000.000000,53944000000.000000,82212000000.000000,7914000000.000000,8759000000.000000,1151057000000.000000,,1151057000000.000000,1151057000000.000000,1235726000000.000000,,1235726000000.000000,1235726000000.000000,3607000000.000000,608126000000.000000,3230636000000.000000,,2567350000000.000000,686139000000.000000,-995176000000.000000,,,-995176000000.000000,117632000000.000000,155587000000.000000,2531532000000.000000,5762168000000.000000,14230399705.000000
12M 2024,,,118547000000.000000,155318000000.000000,273865000000.000000,,4642000000.000000,2159743000000.000000,2164385000000.000000,,,,,,100000000.000000,215944000000.000000,216044000000.000000,433530000000.000000,,45000000.000000,6321000000.000000,6366000000.000000,167617000000.000000,129083000000.000000,,272422000000.000000,2042000000.000000,2013475000000.000000,5678829000000.000000,,,2296000000.000000,,,,,122060000000.000000,,60539000000.000000,18666000000.000000,41873000000.000000,60539000000.000000,14446000000.000000,5005000000.000000,1175726000000.000000,,1175726000000.000000,1175726000000.000000,1116746000000.000000,,1116746000000.000000,1116746000000.000000,643000000.000000,642070000000.000000,3139531000000.000000,,2567350000000.000000,686139000000.000000,-972603000000.000000,,,-972603000000.000000,117708000000.000000,140704000000.000000,2539298000000.000000,5678829000000.000000,14230399705.000000
