Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,49 B,(28 B),21 B,2.82
12M 2017,11 B,(54 B),(42 B),-5.70
12M 2018,(271 B),(16 B),(288 B),-38.58
12M 2019,25 B,(20 B),6 B,0.78
12M 2020,26 B,(19 B),7 B,0.96
12M 2021,117 B,(36 B),82 B,5.75
12M 2022,196 B,(17 B),179 B,12.59
12M 2023,5 B,(41 B),(36 B),-2.56
12M 2024,78 B,(21 B),57 B,4.00
