Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,-0.39,,0.05
12M 2020,6.2,0.23,42.61,-36.18,58.86,,1598.04,,7.57,,0.14,,-0.46,,0.06
12M 2021,2.06,,14.46,-12.4,177.55,,,,15.35,,0.11,,-1.01,,0.16
12M 2022,1.12,,25.12,-24.0,325.06,778.87,,,45.29,110.74,0.09,0.17,-0.55,-0.55,0.14
12M 2023,3.11,,23.48,-20.37,117.36,30.11,,15851.96,72.23,86.7,0.06,0.06,-0.58,-0.58,0.4
12M 2024,3.18,,18.31,-15.13,114.86,171.09,,,96.81,76.26,0.07,0.07,-0.8,-0.8,0.35
