Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada:,Pemasok,Karyawan,Lainnya,Total Pembayaran Kas Kepada:,Penerimaan Bunga,Pembayaran Kas Untuk:,Beban Bunga,Pajak,Total Pembayaran Kas Untuk:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Peneriman Dari Penjualan Aset Tetap,Penempatan Uang Muka Jaminan,Pembayaran Uang Muka Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Uang Muka Emisi Saham,Penerimaan Penawaran Umum Saham Perdana,Pinjaman Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Penerimaan Setoran Modal Dari Pelaksanaan Waran,Pembayaran Dividen Kas,Penerimaan Setoran Modal Entitas Anak Dari Kepentingan Nonpengendali,Pembayaran Utang Lain-Lain,Pembayaran Utang Pihak Berelasi,Kepentingan Nonpengendali,Pinjaman Lembaga Keuangan,Penerimaan,Pembayaran,Total Pinjaman Lembaga Keuangan,Utang Pihak Berelasi,Penerimaan,Pembayaran,Total Utang Pihak Berelasi,Pembayaran Liabilitas Sewa,Penerimaan Setoran Modal,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2019,2957519815.000000,66458055699.000000,,-55311569707.000000,-2356968561.000000,-1082719760.000000,-58751258028.000000,5294397.000000,,-3839971475.000000,-914600778.000000,-4754572253.000000,2957519815.000000,-2062638507.000000,-2062638507.000000,,,,-2062638507.000000,-835855215.000000,,,,,,,,,,,,2382287500.000000,-11094454362.000000,-8712166862.000000,,5076311647.000000,-1200000000.000000,3876311647.000000,,4000000000.000000,-835855215.000000,59026093.000000,317496315.000000,,376522408.000000
12M 2020,8377515266.000000,75197330979.000000,,-58622651825.000000,-2324400208.000000,-1741017460.000000,-62688069493.000000,4521610.000000,,-3423850397.000000,-712417433.000000,-4136267830.000000,8377515266.000000,-36759000.000000,-36759000.000000,,,,-36759000.000000,-8087261393.000000,,,,,,,,,,,,,-7784757042.000000,-7784757042.000000,,654995649.000000,-825000000.000000,-170004351.000000,-132500000.000000,,-8087261393.000000,253494873.000000,376522408.000000,,630017281.000000
12M 2021,18407627866.000000,143054820279.000000,,-118012919883.000000,-1985293325.000000,-1614867555.000000,-121613080763.000000,19209737.000000,,-2384185829.000000,-669135558.000000,-3053321387.000000,18407627866.000000,-273369455.000000,-273369455.000000,,,,-273369455.000000,-16242686325.000000,,,,,,,,,,,,,-13849613872.000000,-13849613872.000000,,,-6260572453.000000,-6260572453.000000,-132500000.000000,4000000000.000000,-16242686325.000000,1891572086.000000,630017281.000000,,2521589367.000000
12M 2022,12642594666.000000,121079968124.000000,,-98472715863.000000,-2717532192.000000,-1463498392.000000,-102653746447.000000,17965089.000000,,-1716679210.000000,-4084912890.000000,-5801592100.000000,12642594666.000000,-5196965194.000000,-4610316545.000000,,,-586648649.000000,-5196965194.000000,-7748192961.000000,-741383830.000000,,141562830.000000,,,,,,,,,10230660667.000000,-22085339037.000000,-11854678370.000000,,,-1565193591.000000,-1565193591.000000,-228500000.000000,6500000000.000000,-7748192961.000000,-302563489.000000,2521589367.000000,,2219025878.000000
12M 2023,578350729.000000,127621486252.000000,,-112130567826.000000,-6076873849.000000,-4427282361.000000,-122634724036.000000,7010532.000000,,-2263233648.000000,-2152188371.000000,-4415422019.000000,578350729.000000,-25194463842.000000,-22523657342.000000,569193500.000000,-3240000000.000000,,-25194463842.000000,27674112116.000000,-3292838086.000000,43200000000.000000,194736525569.000000,-194680365375.000000,1396560.000000,-2000000000.000000,5000000.000000,-613979640.000000,,,,,-9447626912.000000,-9447626912.000000,,,,,-234000000.000000,,27674112116.000000,3057999003.000000,2219025878.000000,,5277024881.000000
12M 2024,9659568519.000000,192074986969.000000,,-160714052163.000000,-7227173144.000000,-4680780747.000000,-172622006054.000000,27075691.000000,,-7259795137.000000,-2560692950.000000,-9820488087.000000,9659568519.000000,5630441451.000000,-157463058.000000,5504504509.000000,2730000000.000000,-2446600000.000000,5630441451.000000,-14477298385.000000,,,143088642553.000000,-138312852246.000000,4000896.000000,-2500018243.000000,,-610500000.000000,,,,,-16375571345.000000,-16375571345.000000,,,,,229000000.000000,,-14477298385.000000,812711585.000000,5277024881.000000,,6089736466.000000
