Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,79310.38,0.00,0.00,10.53 B,1.03%,5.14%,29.36%,1.50
12M 2020,0.00 B,485696.30,0.00,0.00,14.12 B,7.12%,24.48%,25.26%,2.50
12M 2021,0.00 B,879531.29,0.00,0.00,21.22 B,20.27%,34.75%,48.82%,6.54
12M 2022,1.60 B,3.76,0.00,0.00,14.78 B,10.07%,14.04%,24.86%,5.95
12M 2023,2.00 B,4.72,46.61,3.14,19.83 B,6.08%,10.54%,16.59%,6.26
12M 2024,2.00 B,6.22,17.20,1.07,34.23 B,5.89%,12.52%,16.86%,3.03
