Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Lembaga Keuangan Lain,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Lembaga Keuangan Lain,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,376522408.000000,14607226064.000000,14607226064.000000,,14607226064.000000,,64799462.000000,400126870.000000,15448674804.000000,,45976551851.000000,,45976551851.000000,61425226655.000000,,,22225853818.000000,,,3789777206.000000,446581938.000000,4236359144.000000,,,7995770395.000000,7995770395.000000,198916947.000000,1890102990.000000,,,7784757042.000000,7784757042.000000,119947300.000000,22225853818.000000,26844672149.000000,,,26251499175.000000,26251499175.000000,537518731.000000,55654243.000000,26844672149.000000,49070525967.000000,,8000000000.000000,,4354700688.000000,,4354700688.000000,4354700688.000000,,,12354700688.000000,61425226655.000000,8000.000000
12M 2020,,,630017281.000000,11831139775.000000,11831139775.000000,,11831139775.000000,24079007.000000,193144937.000000,1007730600.000000,13686111600.000000,,40626129777.000000,287538192.000000,40913667969.000000,54599779569.000000,,,25550054249.000000,,,2141125082.000000,,2141125082.000000,,293552000.000000,7825766044.000000,8119318044.000000,20010727.000000,780220773.000000,,114110564.000000,14035642470.000000,14149753034.000000,339626589.000000,25550054249.000000,13174337777.000000,,149744955.000000,12215856705.000000,12365601660.000000,690318154.000000,118417963.000000,13174337777.000000,38724392026.000000,,8000000000.000000,,7877410304.000000,,7877410304.000000,7877410304.000000,,-2022761.000000,15875387543.000000,54599779569.000000,8000.000000
12M 2021,,,2521589367.000000,11978460514.000000,11978460514.000000,,11978460514.000000,222886066.000000,201019273.000000,1452274008.000000,16376229228.000000,,35512562852.000000,172522915.000000,35685085767.000000,52061314995.000000,,,16719113576.000000,,,2710048089.000000,,2710048089.000000,,595950000.000000,1565193591.000000,2161143591.000000,,2972898777.000000,,126031323.000000,8748991796.000000,8875023119.000000,,16719113576.000000,4970503575.000000,,22815963.000000,3652893507.000000,3675709470.000000,971555142.000000,323238963.000000,4970503575.000000,21689617151.000000,,12000000000.000000,,18431785821.000000,,18431785821.000000,18431785821.000000,,-60087977.000000,30371697844.000000,52061314995.000000,12000.000000
12M 2022,,,2219025878.000000,7944194418.000000,7944194418.000000,,7944194418.000000,422761142.000000,413735374.000000,1228322482.000000,12228039294.000000,,46080863287.000000,1432388953.000000,47513252240.000000,59741291534.000000,,,12419405907.000000,141562830.000000,,2247913876.000000,,2247913876.000000,,576542031.000000,,576542031.000000,,834472647.000000,,70500000.000000,8548414523.000000,8618914523.000000,,12419405907.000000,4474337504.000000,,,2255322141.000000,2255322141.000000,1763843628.000000,455171735.000000,4474337504.000000,16893743411.000000,,40000000000.000000,,2945658964.000000,100000000.000000,2845658964.000000,2945658964.000000,,-98110841.000000,42847548123.000000,59741291534.000000,1600000000.000000
12M 2023,,,5277024881.000000,20218183091.000000,20218183091.000000,,20218183091.000000,490357742.000000,1700479383.000000,5705631938.000000,33391677035.000000,,118386435605.000000,3333000000.000000,121719435605.000000,155111112640.000000,,,24515968803.000000,197723024.000000,,4154658321.000000,,4154658321.000000,,7486090660.000000,,7486090660.000000,331749579.000000,275831954.000000,,,12069915265.000000,12069915265.000000,,24515968803.000000,41112003509.000000,,,37922571740.000000,37922571740.000000,2403500247.000000,785931522.000000,41112003509.000000,65627972312.000000,,50000094875.000000,29167079769.000000,10376477455.000000,200000000.000000,10176477455.000000,10376477455.000000,5000106.000000,-65511877.000000,89483140328.000000,155111112640.000000,2000003795.000000
12M 2024,,,6089736466.000000,28687499564.000000,27288899564.000000,1398600000.000000,28687499564.000000,719146577.000000,2527456337.000000,8855366472.000000,46879205416.000000,,161388676668.000000,3015711112.000000,164404387780.000000,211283593196.000000,,,71105108084.000000,4973513331.000000,,1895463640.000000,,1895463640.000000,,5989739049.000000,,5989739049.000000,668645260.000000,284093799.000000,,,57293653005.000000,57293653005.000000,,71105108084.000000,40814854799.000000,,,35827277274.000000,35827277274.000000,3632360493.000000,1355217032.000000,40814854799.000000,111919962883.000000,,50000366675.000000,29170808865.000000,20311986826.000000,300000000.000000,20011986826.000000,20311986826.000000,6149266.000000,-125681319.000000,99363630313.000000,211283593196.000000,2000014667.000000
