Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,70813739582.000000,-61159094784.000000,9654644798.000000,-3900250353.000000,-3900250353.000000,-3900250353.000000,5754394445.000000,-3846933438.000000,5294397.000000,-3839971475.000000,-12256360.000000,-3846933438.000000,1907461007.000000,-1272977981.000000,-977646750.000000,-295331231.000000,-1272977981.000000,634483026.000000,,634483026.000000,634483026.000000,634483026.000000,,634483026.000000,634483026.000000,634483026.000000,,634483026.000000
12M 2020,73282999492.000000,-61035241113.000000,12247758379.000000,-3627015053.000000,-3627015053.000000,-3627015053.000000,8620743326.000000,-3424212714.000000,4521610.000000,-3451663591.000000,22929267.000000,-3424212714.000000,5196530612.000000,-1310960249.000000,-1053100840.000000,-257859409.000000,-1310960249.000000,3885570363.000000,-2022761.000000,3883547602.000000,3885570363.000000,3885570363.000000,,3885570363.000000,3883547602.000000,3883547602.000000,,3883547602.000000
12M 2021,142780339618.000000,-123525385391.000000,19254954227.000000,-3537072917.000000,-3537072917.000000,-3537072917.000000,15717881310.000000,-2178020316.000000,19209737.000000,-2401677596.000000,204447543.000000,-2178020316.000000,13539860994.000000,-2985485477.000000,-2687871120.000000,-297614357.000000,-2985485477.000000,10554375517.000000,-58065216.000000,10496310301.000000,10554375517.000000,10554375517.000000,,10554375517.000000,10496310301.000000,10496310301.000000,,10496310301.000000
12M 2022,116969873169.000000,-102103715735.000000,14866157434.000000,-4590228249.000000,-4590228249.000000,-4590228249.000000,10275929185.000000,-1699492395.000000,17965089.000000,-1726285415.000000,8827931.000000,-1699492395.000000,8576436790.000000,-2562563647.000000,-1759550760.000000,-803012887.000000,-2562563647.000000,6013873143.000000,-38022864.000000,5975850279.000000,6013873143.000000,6013873143.000000,,6013873143.000000,5975850279.000000,5975850279.000000,,5975850279.000000
12M 2023,140258234773.000000,-114835297973.000000,25422936800.000000,-10664246645.000000,-10664246645.000000,-10664246645.000000,14758690155.000000,-2509536358.000000,7010532.000000,-2356735503.000000,-159811387.000000,-2509536358.000000,12249153797.000000,-2818335200.000000,-2187873160.000000,-630462040.000000,-2818335200.000000,9430818597.000000,32598964.000000,9463417561.000000,9430818597.000000,9430818597.000000,,9430818597.000000,9463417561.000000,9463417561.000000,,9463417561.000000
12M 2024,200679631591.0,-163838870244.0,36840761347.0,-14008989820.0,-14008989820.0,-14008989820.0,22831771527.0,-6582074950.0,27075691.0,-7530509528.0,921358887.0,-6582074950.0,16249696577.0,-3813019803.0,-2567188690.0,-1245831113.0,-3813019803.0,12436676774.0,-60169442.0,12376507332.0,12436676774.0,12435527614.0,1149160.0,12436676774.0,12376507332.0,12375358172.0,1149160.0,12376507332.0
