Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,3 B,(2 B),1 B,111860.16
12M 2020,8 B,(0 B),8 B,1042594.53
12M 2021,18 B,(0 B),18 B,1511188.20
12M 2022,13 B,(5 B),8 B,5.02
12M 2023,1 B,(23 B),(22 B),-10.97
12M 2024,10 B,(0 B),10 B,4.75
