Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Adjustment,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,7691648223319.000000,-7024924060245.000000,666724163074.000000,-372298524068.000000,-112210180699.000000,-238108756385.000000,,-21979586984.000000,-372298524068.000000,294425639006.000000,-101309071705.000000,2269673617.000000,-103578745322.000000,-101309071705.000000,193116567301.000000,16803862459.000000,-58578144000.000000,75382006459.000000,16803862459.000000,209920429760.000000,-5278815277.000000,204641614483.000000,209920429760.000000,209905569076.000000,14860684.000000,209920429760.000000,204641614483.000000,204626878153.000000,14736330.000000,204641614483.000000
12M 2017,12107416654103.000000,-10751939459158.000000,1355477194945.000000,-520737359677.000000,-136611242419.000000,-334984522735.000000,,-49141594523.000000,-520737359677.000000,834739835268.000000,-127970941617.000000,5387228166.000000,-133358169783.000000,-127970941617.000000,706768893651.000000,-283583050331.000000,-196029972000.000000,-87553078331.000000,-283583050331.000000,423185843320.000000,-12816765632.000000,410369077688.000000,423185843320.000000,423170186808.000000,15656512.000000,423185843320.000000,410369077688.000000,410353766676.000000,15311012.000000,410369077688.000000
12M 2018,10161868104470.000000,-9483784035378.000000,678084069092.000000,-508466171666.000000,-141138659017.000000,-270409868948.000000,,-96917643701.000000,-508466171666.000000,169617897426.000000,-130399764083.000000,3282258181.000000,-133682022264.000000,-130399764083.000000,39218133343.000000,-37632984672.000000,-28857155500.000000,-8775829172.000000,-37632984672.000000,1585148671.000000,4680281009.000000,6265429680.000000,1585148671.000000,1585148539.000000,132.000000,1585148671.000000,6265429680.000000,6265429543.000000,137.000000,6265429680.000000
12M 2019,9670115464264.000000,-9143617051489.000000,526498412775.000000,-356446983808.000000,-126012217800.000000,-262832299435.000000,,32397533427.000000,-356446983808.000000,170051428967.000000,-128418986935.000000,2536886998.000000,-130955873933.000000,-128418986935.000000,41632442032.000000,-26960925156.000000,-34919283500.000000,7958358344.000000,-26960925156.000000,14671516876.000000,6764035198.000000,21435552074.000000,14671516876.000000,16476977764.000000,-1805460888.000000,14671516876.000000,21435552074.000000,23050792681.000000,-1615240607.000000,21435552074.000000
12M 2020,8797505458133.000000,-8011236294881.000000,786269163252.000000,-402722717901.000000,-112338497530.000000,-269247046580.000000,,-21137173791.000000,-402722717901.000000,383546445351.000000,-83039979778.000000,2507014414.000000,-85546994192.000000,-83039979778.000000,300506465573.000000,-103008115804.000000,-75003719560.000000,-28004396244.000000,-103008115804.000000,197498349769.000000,50401633879.000000,247899983648.000000,197498349769.000000,194795226968.000000,2703122801.000000,197498349769.000000,247899983648.000000,244430488797.000000,3469494851.000000,247899983648.000000
12M 2021,12318954874369.000000,-11683886416812.000000,635068457557.000000,-416536615313.000000,-121314630405.000000,-268020594243.000000,,-27201390665.000000,-416536615313.000000,218531842244.000000,-90460452650.000000,3113036896.000000,-93573489546.000000,-90460452650.000000,128071389594.000000,-46544249901.000000,-35765070220.000000,-10779179681.000000,-46544249901.000000,81527139693.000000,-18822953703.000000,62704185990.000000,81527139693.000000,81625294157.000000,-98154464.000000,81527139693.000000,62704185990.000000,63065664426.000000,-361478436.000000,62704185990.000000
12M 2022,11484294844569.000000,-10842098921413.000000,642195923156.000000,-521894013427.000000,-115063903956.000000,-243396074260.000000,,-163434035211.000000,-521894013427.000000,120301909729.000000,-149337067977.000000,2203709379.000000,-151540777356.000000,-149337067977.000000,-29035158248.000000,-624758834.000000,-18097171840.000000,17472413006.000000,-624758834.000000,-29659917082.000000,-7859579745.000000,-37519496827.000000,-29659917082.000000,-23828521522.000000,-5831395560.000000,-29659917082.000000,-37519496827.000000,-31444895440.000000,-6074601387.000000,-37519496827.000000
12M 2023,9139546141519.000000,-8636910498570.000000,502635642949.000000,-365136055460.000000,-105571939108.000000,-232414941303.000000,,-27149175049.000000,-365136055460.000000,137499587489.000000,-185065745231.000000,1367494472.000000,-186433239703.000000,-185065745231.000000,-47566157742.000000,-25971293878.000000,-2020029000.000000,-23951264878.000000,-25971293878.000000,-73537451620.000000,15548791487.000000,-57988660133.000000,-73537451620.000000,-70395061782.000000,-3142389838.000000,-73537451620.000000,-57988660133.000000,-55211420979.000000,-2777239154.000000,-57988660133.000000
12M 2024,11258880089614.000000,-10203383831229.000000,1055496258385.000000,-511529782171.000000,-99482578390.000000,-282438950116.000000,,-129608253665.000000,-511529782171.000000,543966476214.000000,-264434862547.000000,3035371671.000000,-267470234218.000000,-264434862547.000000,279531613667.000000,-83150354668.000000,-53564049660.000000,-29586305008.000000,-83150354668.000000,196381258999.000000,-43633740496.000000,152747518503.000000,196381258999.000000,194843339813.000000,1537919186.000000,196381258999.000000,152747518503.000000,152075641892.000000,671876611.000000,152747518503.000000
