Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Pembibitan,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Total Tanaman Perkebunan,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,297959559762.000000,672013298136.000000,670261075793.000000,1752222343.000000,672013298136.000000,5560607417.000000,1120721992345.000000,266667492642.000000,2362922950302.000000,,4357728358.000000,325408644991.000000,168328070003.000000,157080574988.000000,325408644991.000000,821299075742.000000,231441560792.000000,61392763013.000000,1443899772896.000000,3806822723198.000000,,,163955917975.000000,,8386822247.000000,2294729486.000000,10681551733.000000,,4925984914.000000,9420000.000000,4935404914.000000,40306635417.000000,35225472356.000000,,72088398555.000000,72088398555.000000,718455000.000000,163955917975.000000,2590552454808.000000,,2469576911368.000000,56902001.000000,,2469633813369.000000,,120918641439.000000,2590552454808.000000,2754508372783.000000,,653050000000.000000,16965000000.000000,407329003535.000000,,,407329003535.000000,61233316.000000,-25090886436.000000,1052314350415.000000,3806822723198.000000,653050000.000000
12M 2017,,,310283169313.000000,714667252977.000000,291409521075.000000,423257731902.000000,714667252977.000000,22116795030.000000,760663888788.000000,399661366749.000000,2207392472857.000000,,4798466980.000000,335967135405.000000,163010510254.000000,172956625151.000000,335967135405.000000,815004538745.000000,148444996000.000000,45247899494.000000,1349463036624.000000,3556855509481.000000,,,302411734607.000000,,12284482222.000000,1125682025.000000,13410164247.000000,,7066855766.000000,2844600.000000,7069700366.000000,68268245561.000000,162077737363.000000,,51528985069.000000,51528985069.000000,56902001.000000,302411734607.000000,1670168912192.000000,,1504600646997.000000,,,1504600646997.000000,284258327.000000,165284006868.000000,1670168912192.000000,1972580646799.000000,,768295000000.000000,423478725197.000000,417524814558.000000,,,417524814558.000000,67188025.000000,-25090865098.000000,1584274862682.000000,3556855509481.000000,7682950000.000000
12M 2018,,,438386391172.000000,337261768550.000000,156856689038.000000,180405079512.000000,337261768550.000000,14853802062.000000,841800753647.000000,427297866776.000000,2059600582207.000000,,4816295322.000000,340505362473.000000,186509743606.000000,153995618867.000000,340505362473.000000,824521900088.000000,137824814832.000000,180970219703.000000,1488638592418.000000,3548239174625.000000,,,1763387428345.000000,,5525247974.000000,374970538.000000,5900218512.000000,,6655698571.000000,10909091.000000,6666607662.000000,62713332957.000000,24191221781.000000,,1660337827688.000000,1660337827688.000000,3578219745.000000,1763387428345.000000,327028802078.000000,,168469959174.000000,,,168469959174.000000,,158558842904.000000,327028802078.000000,2090416230423.000000,,768295000000.000000,423478725197.000000,298837142914.000000,,,298837142914.000000,3323.000000,-32787927232.000000,1457822944202.000000,3548239174625.000000,7682950000.000000
12M 2019,,,283436460691.000000,428769124513.000000,172531896551.000000,256237227962.000000,428769124513.000000,23161251877.000000,909921376260.000000,441514268266.000000,2086802481607.000000,,291799231.000000,300422427284.000000,229477811592.000000,70944615692.000000,300422427284.000000,1238955764453.000000,157249421424.000000,301106415214.000000,1998025827606.000000,4084828309213.000000,,,198668801918.000000,,20821531898.000000,83868863.000000,20905400761.000000,,7111278215.000000,15145584.000000,7126423799.000000,56982061109.000000,15656516622.000000,,97998399627.000000,97998399627.000000,,198668801918.000000,2063030348795.000000,,1889478866116.000000,,,1889478866116.000000,,173551482679.000000,2063030348795.000000,2261699150713.000000,,821536637900.000000,647471635339.000000,314156490282.000000,,,314156490282.000000,65020876898.000000,-25056481919.000000,1823129158500.000000,4084828309213.000000,8215366379.000000
12M 2020,,,362668486946.000000,778659143617.000000,194986556087.000000,583672587530.000000,778659143617.000000,76926540239.000000,1772394241846.000000,393955738064.000000,3384604150712.000000,,291799231.000000,259770298019.000000,239929967681.000000,19840330338.000000,259770298019.000000,1205504873046.000000,115006452988.000000,162583034994.000000,1743156458278.000000,5127760608990.000000,,,2885019774972.000000,,12940471245.000000,,12940471245.000000,,5798723864.000000,8595452.000000,5807319316.000000,68144863214.000000,65150323175.000000,,2731805119475.000000,2731805119475.000000,1171678547.000000,2885019774972.000000,171711691870.000000,,,,,,,171711691870.000000,171711691870.000000,3056731466842.000000,,821536637900.000000,647471635339.000000,519373752120.000000,,,519373752120.000000,68490371749.000000,14156745040.000000,2071029142148.000000,5127760608990.000000,8215366379.000000
12M 2021,,,387555918009.000000,646550832755.000000,172927744272.000000,473623088483.000000,646550832755.000000,55554484130.000000,2345592097275.000000,500980144349.000000,3936233476518.000000,,,219761664481.000000,219761664481.000000,,219761664481.000000,1141336593883.000000,110299260452.000000,167504595902.000000,1638902114718.000000,5575135591236.000000,,,158695886483.000000,,12565722106.000000,,12565722106.000000,,5676898594.000000,,5676898594.000000,70053427377.000000,17040587778.000000,,52872551492.000000,52872551492.000000,486699136.000000,158695886483.000000,3381455080491.000000,,3266309802440.000000,,,3266309802440.000000,762948920.000000,114382329131.000000,3381455080491.000000,3540150966974.000000,,821536637900.000000,647471635339.000000,514741223317.000000,60000000000.000000,454741223317.000000,514741223317.000000,68128893313.000000,-16893765607.000000,2034984624262.000000,5575135591236.000000,8215366379.000000
12M 2022,,,417979629712.000000,319710424524.000000,68445329177.000000,251265095347.000000,319710424524.000000,69817562981.000000,1674389066022.000000,674974451898.000000,3156871135137.000000,,,204044757620.000000,204044757620.000000,,204044757620.000000,1114296954981.000000,130678260863.000000,192957573751.000000,1641977547215.000000,4798848682352.000000,,,324525728178.000000,,36627335164.000000,,36627335164.000000,,6745556011.000000,,6745556011.000000,69320160801.000000,13105569225.000000,,198123159745.000000,198123159745.000000,603947232.000000,324525728178.000000,2517553843979.000000,,2423343561184.000000,,,2423343561184.000000,1452731782.000000,92757551013.000000,2517553843979.000000,2842079572157.000000,,821536637900.000000,647471635339.000000,450710826949.000000,60000000000.000000,390710826949.000000,450710826949.000000,62054291926.000000,-25056481919.000000,1956716910195.000000,4798796482352.000000,8215366379.000000
12M 2023,,,238241050608.000000,569454566394.000000,168615805602.000000,400838760792.000000,569454566394.000000,218708302448.000000,1299785767059.000000,677211335862.000000,3003401022371.000000,,,189061927751.000000,188726710891.000000,335216860.000000,189061927751.000000,1088250434308.000000,104645524098.000000,197482880235.000000,1579440766392.000000,4582841788763.000000,,,2581324360801.000000,,32776231663.000000,,32776231663.000000,,7860511333.000000,,7860511333.000000,59757516439.000000,10904933766.000000,,253279132500.000000,253279132500.000000,2216746035100.000000,2581324360801.000000,102789177900.000000,,,,,,3756816468.000000,99032361432.000000,102789177900.000000,2684113538701.000000,,821536637900.000000,647471635339.000000,378942770384.000000,60000000000.000000,318942770384.000000,378942770384.000000,59277052543.000000,-8499846104.000000,1898728250062.000000,4582841788763.000000,8215366379.000000
12M 2024,,,414052599427.000000,689177404706.000000,166087302749.000000,523090101957.000000,689177404706.000000,224262947945.000000,2147972360107.000000,674036190430.000000,4149501502615.000000,,,157446541908.000000,156608072459.000000,838469449.000000,157446541908.000000,1044876347873.000000,86868110483.000000,164980580279.000000,1454171580543.000000,5603673083158.000000,,,3450608568118.000000,,23462614024.000000,,23462614024.000000,,47155269185.000000,,47155269185.000000,88084693591.000000,49562343630.000000,,,,3242343647688.000000,3450608568118.000000,101689189475.000000,,,,,,3258755412.000000,98430434063.000000,101689189475.000000,3552297757593.000000,,821536637900.000000,647371135339.000000,578209140689.000000,60000000000.000000,518209140689.000000,578209140689.000000,59948929154.000000,-55690517517.000000,2051375325565.000000,5603673083158.000000,8215366379.000000
