Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,35 B,(7 B),28 B,468465.55
12M 2019,201 B,(19 B),183 B,121.69
12M 2020,213 B,(4 B),208 B,138.77
12M 2021,98 B,(41 B),57 B,37.84
12M 2022,65 B,(85 B),(20 B),-13.21
12M 2023,46 B,(11 B),35 B,23.36
12M 2024,328 B,(116 B),212 B,141.51
