Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Deposito Berjangka,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Derivatif,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,23220021152.000000,122576561645.000000,2071610841.000000,120504950804.000000,122576561645.000000,740682420.000000,337189835.000000,403492585.000000,740682420.000000,171582356959.000000,4736468751.000000,322856090927.000000,,182939273529.000000,5419725258.000000,22513407966.000000,2745712823.000000,213618119576.000000,536474210503.000000,,,140400984686.000000,40971324838.000000,,,50644079584.000000,50644079584.000000,,222222222.000000,757984579.000000,980206801.000000,147541030.000000,28128565668.000000,14573324064.000000,,4090729411.000000,865213290.000000,,,4955942701.000000,,140400984686.000000,21288318855.000000,,5744087076.000000,670882720.000000,,,6414969796.000000,1177395765.000000,13695953294.000000,21288318855.000000,161689303541.000000,,60000000000.000000,,312945421052.000000,,,312945421052.000000,1839485910.000000,374784906962.000000,536474210503.000000,60000.000000
12M 2019,,,188992680487.000000,136029196167.000000,3661322743.000000,132367873424.000000,136029196167.000000,1188959542.000000,13750000.000000,1175209542.000000,1188959542.000000,168211360663.000000,4461378717.000000,498883575576.000000,,138148991989.000000,12068818902.000000,,17212000206.000000,167429811097.000000,666313386673.000000,,,201269847299.000000,,,1189937.000000,76172824719.000000,76174014656.000000,,49671757142.000000,2343711855.000000,52015468997.000000,,45803050244.000000,26184020297.000000,,,942676647.000000,150616458.000000,,1093293105.000000,,201269847299.000000,29349562487.000000,,,1086057644.000000,165172927.000000,,1251230571.000000,1689128395.000000,26409203521.000000,29349562487.000000,230619409786.000000,,75000000000.000000,206493605833.000000,153715309417.000000,,,153715309417.000000,485061637.000000,435693976887.000000,666313386673.000000,1500000000.000000
12M 2020,,,215476932540.000000,119295592039.000000,36270052424.000000,83025539615.000000,119295592039.000000,1144181803.000000,970982569.000000,173199234.000000,1144181803.000000,158855752455.000000,5788275489.000000,500560734326.000000,,131897013807.000000,6206889558.000000,,36142272346.000000,174246175711.000000,674806910037.000000,,,197366118342.000000,,,,90731717648.000000,90731717648.000000,,4933494596.000000,3693709686.000000,8627204282.000000,,68288348707.000000,13300845406.000000,,,1857926629.000000,166906382.000000,14393169288.000000,16418002299.000000,,197366118342.000000,36539827577.000000,,,2436867999.000000,,23121528174.000000,25558396173.000000,1381703198.000000,9599728206.000000,36539827577.000000,233905945919.000000,,75000000000.000000,206493605833.000000,154074860071.000000,15000000000.000000,139074860071.000000,154074860071.000000,5332498214.000000,440900964118.000000,674806910037.000000,1500000000.000000
12M 2021,,,159541793979.000000,132808383537.000000,47416195574.000000,85392187963.000000,132808383537.000000,2323229739.000000,1555050926.000000,768178813.000000,2323229739.000000,194845187006.000000,8162680033.000000,497681274294.000000,,128944476290.000000,11612505177.000000,,129488028352.000000,270045009819.000000,767726284113.000000,,,176772189231.000000,,,,75657709365.000000,75657709365.000000,,226495843.000000,5415640022.000000,5642135865.000000,,43766766278.000000,23958845489.000000,,,,,10345275433.000000,10345275433.000000,17401456801.000000,176772189231.000000,5128565895.000000,,,,,2341020526.000000,2341020526.000000,1850064849.000000,937480520.000000,5128565895.000000,181900755126.000000,,75000000000.000000,206493605833.000000,298775129039.000000,16000000000.000000,282775129039.000000,298775129039.000000,5556794115.000000,585825528987.000000,767726284113.000000,1500000000.000000
12M 2022,,,131685970327.000000,133225962688.000000,58455448517.000000,74770514171.000000,133225962688.000000,2045199529.000000,834948594.000000,1210250935.000000,2045199529.000000,268394685832.000000,105742162869.000000,641093981245.000000,,200543193693.000000,11038675456.000000,,7424508595.000000,219006377744.000000,860100358989.000000,,,153894624540.000000,,,,76685125443.000000,76685125443.000000,,1127769878.000000,12059177768.000000,13186947646.000000,,50660232701.000000,3926431538.000000,,,,,2098927774.000000,2098927774.000000,7336959438.000000,153894624540.000000,2699915112.000000,,,,,139152247.000000,139152247.000000,2223070467.000000,337692398.000000,2699915112.000000,156594539652.000000,,75000000000.000000,206493605833.000000,416145879422.000000,16000000000.000000,400145879422.000000,416145879422.000000,5866334082.000000,703505819337.000000,860100358989.000000,1500000000.000000
12M 2023,,,152549470989.000000,135472427311.000000,105909764492.000000,29562662819.000000,135472427311.000000,707759164.000000,587905967.000000,119853197.000000,707759164.000000,330657972916.000000,7557707367.000000,626945337747.000000,,182854467625.000000,14612861557.000000,,3965687078.000000,201433016260.000000,828378354007.000000,,,155478057562.000000,,,,53508991551.000000,53508991551.000000,,325149983.000000,8989615152.000000,9314765135.000000,,60817050931.000000,13999692279.000000,,,,,,,17837557666.000000,155478057562.000000,2127338033.000000,,,,,,,2127338033.000000,,2127338033.000000,157605395595.000000,,75000000000.000000,206493605833.000000,383988294679.000000,16000000000.000000,367988294679.000000,383988294679.000000,5291057900.000000,670772958412.000000,828378354007.000000,1500000000.000000
12M 2024,,,288060198929.000000,140132545047.000000,105172643095.000000,34959901952.000000,140132545047.000000,1237159649.000000,712393878.000000,524765771.000000,1237159649.000000,237933407402.000000,8483702658.000000,675847013685.000000,,250957800549.000000,24187754939.000000,,23065287343.000000,298210842831.000000,974057856516.000000,,,231156952579.000000,,,,69740747049.000000,69740747049.000000,,4188324814.000000,11873566568.000000,16061891382.000000,,100140781459.000000,25480663435.000000,,,,,,,19732869254.000000,231156952579.000000,3033175336.000000,,,,,,,2627998492.000000,405176844.000000,3033175336.000000,234190127915.000000,,75000000000.000000,1740551883.000000,451368831943.000000,16000000000.000000,435368831943.000000,451368831943.000000,211758344775.000000,739867728601.000000,974057856516.000000,1500000000.000000
