Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,856750384301.000000,-555042585618.000000,301707798683.000000,-205721017234.000000,-175978684559.000000,-22971515012.000000,-6770817663.000000,-205721017234.000000,95986781449.000000,-2747623850.000000,547157097.000000,-3294780947.000000,-2747623850.000000,93239157599.000000,-25759996627.000000,67479160972.000000,505894641.000000,67985055613.000000,67479160972.000000,67479160972.000000,,67479160972.000000,67985055613.000000,67985055613.000000,,67985055613.000000
12M 2019,978806205312.000000,-623784665515.000000,355021539797.000000,-218072369036.000000,-190933841644.000000,-23843523817.000000,-3295003575.000000,-218072369036.000000,136949170761.000000,-323423004.000000,1300138350.000000,-1623561354.000000,-323423004.000000,136625747757.000000,-38578081614.000000,98047666143.000000,-1354424273.000000,96693241870.000000,98047666143.000000,98047666143.000000,,98047666143.000000,96693241870.000000,96693241870.000000,,96693241870.000000
12M 2020,900852668263.000000,-610850195613.000000,290002472650.000000,-135784142104.000000,-114037904664.000000,-27757363797.000000,6011126357.000000,-135784142104.000000,154218330546.000000,2988925893.000000,5783825300.000000,-2794899407.000000,2988925893.000000,157207256439.000000,-36207240010.000000,121000016429.000000,4847436577.000000,125847453006.000000,121000016429.000000,121000016429.000000,,121000016429.000000,125847453006.000000,125847453006.000000,,125847453006.000000
12M 2021,1042307144847.000000,-705320179436.000000,336986965411.000000,-160970622572.000000,-98306756950.000000,-64091341469.000000,1427475847.000000,-160970622572.000000,176016342839.000000,7154254940.000000,8752970779.000000,-1598715839.000000,7154254940.000000,183170597779.000000,-38470328811.000000,144700268968.000000,224295901.000000,144924564869.000000,144700268968.000000,144700268968.000000,,144700268968.000000,144924564869.000000,144924564869.000000,,144924564869.000000
12M 2022,1044368857579.000000,-748863690551.000000,295505167028.000000,-152406891212.000000,-111041147112.000000,-45646728618.000000,4280984518.000000,-152406891212.000000,143098275816.000000,7291636152.000000,8160569769.000000,-868933617.000000,7291636152.000000,150389911968.000000,-33019161585.000000,117370750383.000000,309539967.000000,117680290350.000000,117370750383.000000,117370750383.000000,,117370750383.000000,117680290350.000000,117680290350.000000,,117680290350.000000
12M 2023,1019669802028.000000,-756669855452.000000,262999946576.000000,-165911008915.000000,-107787346970.000000,-56167178273.000000,-1956483672.000000,-165911008915.000000,97088937661.000000,5891731720.000000,6950197748.000000,-1058466028.000000,5891731720.000000,102980669381.000000,-22638254124.000000,80342415257.000000,-575276182.000000,79767139075.000000,80342415257.000000,80342415257.000000,,80342415257.000000,79767139075.000000,79767139075.000000,,79767139075.000000
12M 2024,1264335961440.000000,-890588425661.000000,373747535779.000000,-196255264298.000000,-121550231989.000000,-72453177443.000000,-2251854866.000000,-196255264298.000000,177492271481.000000,8504155863.000000,8742952602.000000,-238796739.000000,8504155863.000000,185996427344.000000,-39115890080.000000,146880537264.000000,217286925.000000,147097824189.000000,146880537264.000000,146880537264.000000,,146880537264.000000,147097824189.000000,147097824189.000000,,147097824189.000000
