Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(11 B),(0 B),(11 B),-8.63
12M 2017,(202 B),(0 B),(202 B),-129.58
12M 2018,(129 B),(0 B),(129 B),-66.57
12M 2019,(61 B),(1 B),(62 B),-31.17
