Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2016,1.85,0.11,2.79,4.08,0.0,0.0,2.68,0.68,3.08
12M 2017,10.13,1.32,0.0,3.51,0.0,0.0,-0.15,0.0,2.51
12M 2018,10.73,1.5,0.0,2.52,0.0,0.0,-0.0,0.0,1.52
12M 2019,1.91,0.28,1.42,2.54,0.0,0.0,1.42,0.56,1.54
