Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(721 B),(322 B),"(1,042 B)",-1537995.01
12M 2022,190 B,(365 B),(176 B),-21.96
12M 2023,230 B,(246 B),(16 B),-1.96
12M 2024,259 B,(8 B),251 B,27.18
