Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,1107056.89,0.00,1107056.89,406 B,833 B,"1,239 B","1,229 B",234 B
12M 2022,2.00,159.28,2.00,159.28,230 B,"1,217 B","1,447 B","1,238 B",506 B
12M 2023,1.38,180.20,1.38,180.20,88 B,"1,837 B","1,925 B","1,765 B",986 B
12M 2024,1.68,184.32,1.68,184.32,65 B,"1,791 B","1,855 B","1,603 B","1,320 B"
